id,user_id,session_id,event_type,product_id,product_variant_id,metadata,created_at
47,1001326,session_1001326_419886,ClickProduct,4399600,1155,"{""product_type"": ""furniture"", ""price"": 223.19}",2017-11-25 06:01:23
48,1000228,session_1000228_419886,ClickProduct,2730342,757,"{""product_type"": ""sport_equipment"", ""price"": 87.0}",2017-11-25 06:12:58
49,1002185,session_1002185_419886,PlaceOrder,5108025,1328,"{""order_id"": 10009, ""product_type"": ""book"", ""price"": 13.28, ""quantity"": 1}",2017-11-25 06:42:58
50,1000228,session_1000228_419886,PlaceOrder,2730342,757,"{""order_id"": 10010, ""product_type"": ""sport_equipment"", ""price"": 87.0, ""quantity"": 1}",2017-11-25 06:51:24
51,1001145,session_1001145_419886,PlaceOrder,2659396,728,"{""order_id"": 10011, ""product_type"": ""sport_equipment"", ""price"": 9.1, ""quantity"": 1}",2017-11-25 06:54:43
52,1003351,session_1003351_419886,ClickProduct,855191,235,"{""product_type"": ""cosmetic"", ""price"": 81.81}",2017-11-25 06:59:46
53,1001145,session_1001145_419887,ClickProduct,1089711,296,"{""product_type"": ""sport_equipment"", ""price"": 31.19}",2017-11-25 07:00:36
54,1002185,session_1002185_419887,ClickProduct,2192947,602,"{""product_type"": ""furniture"", ""price"": 180.5}",2017-11-25 07:02:52
55,1001326,session_1001326_419887,AddToCart,931499,258,"{""product_type"": ""clothes"", ""price"": 50.9, ""quantity"": 1}",2017-11-25 07:04:49
56,1002185,session_1002185_419887,ClickProduct,5134300,1340,"{""product_type"": ""furniture"", ""price"": 333.53}",2017-11-25 07:12:38
57,1001326,session_1001326_419887,ClickProduct,873997,243,"{""product_type"": ""sport_equipment"", ""price"": 24.8}",2017-11-25 07:14:12
58,1003351,session_1003351_419887,AddToCart,435998,101,"{""product_type"": ""book"", ""price"": 38.16, ""quantity"": 1}",2017-11-25 07:32:48
59,1001326,session_1001326_419887,ClickProduct,116741,20,"{""product_type"": ""furniture"", ""price"": 372.52}",2017-11-25 07:34:00
60,1005284,session_1005284_419887,PlaceOrder,1415285,390,"{""order_id"": 10012, ""product_type"": ""sport_equipment"", ""price"": 47.31, ""quantity"": 1}",2017-11-25 07:51:28
61,1003724,session_1003724_419888,AddToCart,1447844,400,"{""product_type"": ""clothes"", ""price"": 32.39, ""quantity"": 1}",2017-11-25 08:15:44
62,1002185,session_1002185_419888,ClickProduct,282801,59,"{""product_type"": ""furniture"", ""price"": 192.18}",2017-11-25 08:19:06
63,1000349,session_1000349_419888,ClickProduct,4350284,1144,"{""product_type"": ""electronic"", ""price"": 811.7}",2017-11-25 08:24:36
64,1002185,session_1002185_419888,ClickProduct,2604550,706,"{""product_type"": ""furniture"", ""price"": 442.03}",2017-11-25 08:50:14
65,1002185,session_1002185_419888,ClickProduct,3152278,884,"{""product_type"": ""furniture"", ""price"": 384.45}",2017-11-25 08:50:22
66,1002909,session_1002909_419889,ClickProduct,738249,200,"{""product_type"": ""toy"", ""price"": 10.37}",2017-11-25 09:18:45
67,1002909,session_1002909_419889,AddToCart,1290730,344,"{""product_type"": ""book"", ""price"": 22.95, ""quantity"": 1}",2017-11-25 09:44:05
68,1004337,session_1004337_419890,ClickProduct,3692127,991,"{""product_type"": ""cosmetic"", ""price"": 58.97}",2017-11-25 10:31:54
69,1004584,session_1004584_419890,PlaceOrder,3771578,1010,"{""order_id"": 10013, ""product_type"": ""food"", ""price"": 25.22, ""quantity"": 1}",2017-11-25 10:59:49
70,1005616,session_1005616_419891,PlaceOrder,3754986,1002,"{""order_id"": 10014, ""product_type"": ""food"", ""price"": 5.57, ""quantity"": 1}",2017-11-25 11:28:28
71,1005616,session_1005616_419891,PlaceOrder,2457004,680,"{""order_id"": 10015, ""product_type"": ""sport_equipment"", ""price"": 17.32, ""quantity"": 1}",2017-11-25 11:29:47
72,1000228,session_1000228_419891,AddToCart,2285833,625,"{""product_type"": ""book"", ""price"": 31.47, ""quantity"": 1}",2017-11-25 11:32:28
73,1005616,session_1005616_419891,PlaceOrder,461740,114,"{""order_id"": 10016, ""product_type"": ""book"", ""price"": 18.72, ""quantity"": 1}",2017-11-25 11:42:26
74,1000228,session_1000228_419892,ClickProduct,494417,126,"{""product_type"": ""clothes"", ""price"": 57.22}",2017-11-25 12:10:08
75,1004096,session_1004096_419892,ClickProduct,1389713,385,"{""product_type"": ""clothes"", ""price"": 68.16}",2017-11-25 12:24:09
76,1000636,session_1000636_419892,ClickProduct,632660,156,"{""product_type"": ""food"", ""price"": 73.0}",2017-11-25 12:30:43
77,1004096,session_1004096_419892,ClickProduct,4350170,1143,"{""product_type"": ""sport_equipment"", ""price"": 57.54}",2017-11-25 12:44:13
78,1005832,session_1005832_419892,AddToCart,4907953,1286,"{""product_type"": ""toy"", ""price"": 9.12, ""quantity"": 1}",2017-11-25 12:56:15
79,1000228,session_1000228_419892,ClickProduct,1312452,353,"{""product_type"": ""furniture"", ""price"": 345.2}",2017-11-25 12:56:23
80,1005832,session_1005832_419892,ClickProduct,4956419,1297,"{""product_type"": ""furniture"", ""price"": 194.48}",2017-11-25 12:58:25
81,1000723,session_1000723_419893,PlaceOrder,1679779,443,"{""order_id"": 10017, ""product_type"": ""clothes"", ""price"": 26.63, ""quantity"": 1}",2017-11-25 13:03:11
82,1000084,session_1000084_419893,AddToCart,3713574,994,"{""product_type"": ""food"", ""price"": 62.68, ""quantity"": 1}",2017-11-25 13:12:29
83,1000084,session_1000084_419893,ClickProduct,2441285,673,"{""product_type"": ""toy"", ""price"": 48.43}",2017-11-25 13:20:30
84,1003724,session_1003724_419893,PlaceOrder,4697569,1232,"{""order_id"": 10018, ""product_type"": ""accessory"", ""price"": 29.06, ""quantity"": 1}",2017-11-25 13:22:46
85,1000228,session_1000228_419893,ClickProduct,765808,211,"{""product_type"": ""furniture"", ""price"": 96.65}",2017-11-25 13:28:02
86,1000228,session_1000228_419893,AddToCart,2749663,767,"{""product_type"": ""furniture"", ""price"": 445.61, ""quantity"": 1}",2017-11-25 13:29:32
87,1001472,session_1001472_419893,AddToCart,4762058,1245,"{""product_type"": ""sport_equipment"", ""price"": 61.09, ""quantity"": 1}",2017-11-25 13:29:53
88,1000228,session_1000228_419893,ClickProduct,2452738,676,"{""product_type"": ""electronic"", ""price"": 659.75}",2017-11-25 13:31:53
89,1000228,session_1000228_419893,AddToCart,4706681,1238,"{""product_type"": ""furniture"", ""price"": 179.57, ""quantity"": 1}",2017-11-25 13:53:12
90,1003716,session_1003716_419894,ClickProduct,4650889,1215,"{""product_type"": ""electronic"", ""price"": 147.88}",2017-11-25 14:11:35
91,1005498,session_1005498_419894,AddToCart,18309,3,"{""product_type"": ""toy"", ""price"": 74.71, ""quantity"": 1}",2017-11-25 14:12:52
92,1005498,session_1005498_419894,AddToCart,4257870,1123,"{""product_type"": ""toy"", ""price"": 91.29, ""quantity"": 1}",2017-11-25 14:14:52
93,1003716,session_1003716_419894,AddToCart,3664433,984,"{""product_type"": ""electronic"", ""price"": 193.14, ""quantity"": 1}",2017-11-25 14:17:01
94,1005498,session_1005498_419894,AddToCart,3355149,923,"{""product_type"": ""toy"", ""price"": 60.35, ""quantity"": 1}",2017-11-25 14:26:38
95,1005498,session_1005498_419894,AddToCart,1708839,453,"{""product_type"": ""toy"", ""price"": 49.21, ""quantity"": 1}",2017-11-25 14:27:52
96,1005498,session_1005498_419894,ClickProduct,3355149,923,"{""product_type"": ""toy"", ""price"": 60.35}",2017-11-25 14:31:32
97,1000228,session_1000228_419894,ClickProduct,2624906,711,"{""product_type"": ""furniture"", ""price"": 198.51}",2017-11-25 14:31:58
98,1003716,session_1003716_419894,ClickProduct,542973,138,"{""product_type"": ""electronic"", ""price"": 908.75}",2017-11-25 14:41:40
99,10009,session_10009_419894,AddToCart,4945859,1294,"{""product_type"": ""food"", ""price"": 31.89, ""quantity"": 1}",2017-11-25 14:46:49
100,1003716,session_1003716_419894,ClickProduct,300430,65,"{""product_type"": ""electronic"", ""price"": 455.67}",2017-11-25 14:47:00
101,1003716,session_1003716_419894,ClickProduct,2385268,659,"{""product_type"": ""electronic"", ""price"": 871.1}",2017-11-25 14:48:40
102,1003716,session_1003716_419894,ClickProduct,786458,222,"{""product_type"": ""electronic"", ""price"": 108.37}",2017-11-25 14:50:43
103,1003351,session_1003351_419894,PlaceOrder,855191,235,"{""order_id"": 10019, ""product_type"": ""cosmetic"", ""price"": 81.81, ""quantity"": 1}",2017-11-25 14:53:10
104,1003716,session_1003716_419895,ClickProduct,2701204,747,"{""product_type"": ""electronic"", ""price"": 522.07}",2017-11-25 15:02:28
105,1001915,session_1001915_419895,AddToCart,191098,43,"{""product_type"": ""sport_equipment"", ""price"": 83.41, ""quantity"": 1}",2017-11-25 15:10:06
106,1002185,session_1002185_419895,AddToCart,1572510,427,"{""product_type"": ""furniture"", ""price"": 456.18, ""quantity"": 1}",2017-11-25 15:14:33
107,1001915,session_1001915_419895,ClickProduct,2875418,807,"{""product_type"": ""sport_equipment"", ""price"": 78.16}",2017-11-25 15:16:17
108,1000792,session_1000792_419896,PlaceOrder,174758,36,"{""order_id"": 10020, ""product_type"": ""sport_equipment"", ""price"": 11.54, ""quantity"": 1}",2017-11-25 16:17:47
109,1000636,session_1000636_419896,ClickProduct,2633450,715,"{""product_type"": ""accessory"", ""price"": 86.33}",2017-11-25 16:30:59
110,1002927,session_1002927_419896,ClickProduct,791770,224,"{""product_type"": ""furniture"", ""price"": 498.35}",2017-11-25 16:48:56
111,1002927,session_1002927_419896,ClickProduct,500641,128,"{""product_type"": ""furniture"", ""price"": 149.19}",2017-11-25 16:50:25
112,1002927,session_1002927_419896,AddToCart,1871881,508,"{""product_type"": ""furniture"", ""price"": 404.57, ""quantity"": 1}",2017-11-25 16:53:18
113,1005712,session_1005712_419899,AddToCart,5045806,1312,"{""product_type"": ""food"", ""price"": 14.64, ""quantity"": 1}",2017-11-25 19:04:06
114,1005712,session_1005712_419899,ClickProduct,4888516,1279,"{""product_type"": ""shoes"", ""price"": 92.64}",2017-11-25 19:07:01
115,1005649,session_1005649_419899,ClickProduct,1582775,430,"{""product_type"": ""cosmetic"", ""price"": 50.65}",2017-11-25 19:55:01
116,1005649,session_1005649_419900,ClickProduct,3979564,1051,"{""product_type"": ""accessory"", ""price"": 42.32}",2017-11-25 20:06:00
117,1005649,session_1005649_419900,ClickProduct,644264,162,"{""product_type"": ""sport_equipment"", ""price"": 66.94}",2017-11-25 20:11:32
118,1005649,session_1005649_419900,ClickProduct,4830088,1261,"{""product_type"": ""book"", ""price"": 35.2}",2017-11-25 20:16:49
119,1005649,session_1005649_419900,ClickProduct,4771223,1246,"{""product_type"": ""cosmetic"", ""price"": 64.4}",2017-11-25 20:18:52
120,1005649,session_1005649_419900,ClickProduct,4830088,1261,"{""product_type"": ""book"", ""price"": 35.2}",2017-11-25 20:19:02
121,1005649,session_1005649_419900,ClickProduct,3702766,992,"{""product_type"": ""accessory"", ""price"": 84.44}",2017-11-25 20:27:46
122,1002185,session_1002185_419902,ClickProduct,243523,53,"{""product_type"": ""furniture"", ""price"": 368.34}",2017-11-25 22:12:43
123,1001472,session_1001472_419902,AddToCart,4384782,1151,"{""product_type"": ""book"", ""price"": 21.7, ""quantity"": 1}",2017-11-25 22:58:49
124,1001472,session_1001472_419903,PlaceOrder,3485113,951,"{""order_id"": 10021, ""product_type"": ""toy"", ""price"": 40.81, ""quantity"": 1}",2017-11-25 23:25:57
125,1001472,session_1001472_419903,PlaceOrder,1971928,535,"{""order_id"": 10022, ""product_type"": ""electronic"", ""price"": 721.92, ""quantity"": 1}",2017-11-25 23:25:57
126,1001915,session_1001915_419903,AddToCart,1795671,483,"{""product_type"": ""sport_equipment"", ""price"": 23.64, ""quantity"": 1}",2017-11-25 23:34:59
127,1000222,session_1000222_419904,PlaceOrder,2397544,662,"{""order_id"": 10023, ""product_type"": ""book"", ""price"": 17.65, ""quantity"": 1}",2017-11-26 00:25:05
128,1000222,session_1000222_419904,AddToCart,1565910,425,"{""product_type"": ""book"", ""price"": 25.38, ""quantity"": 1}",2017-11-26 00:29:02
129,1005616,session_1005616_419905,ClickProduct,3792683,1012,"{""product_type"": ""accessory"", ""price"": 39.78}",2017-11-26 01:16:05
130,1001629,session_1001629_419905,ClickProduct,559088,142,"{""product_type"": ""shoes"", ""price"": 47.04}",2017-11-26 01:18:11
131,1004584,session_1004584_419905,ClickProduct,3057370,862,"{""product_type"": ""toy"", ""price"": 49.32}",2017-11-26 01:28:09
132,1004584,session_1004584_419905,ClickProduct,656911,168,"{""product_type"": ""toy"", ""price"": 14.25}",2017-11-26 01:29:02
133,1001326,session_1001326_419905,AddToCart,783373,220,"{""product_type"": ""sport_equipment"", ""price"": 33.2, ""quantity"": 1}",2017-11-26 01:37:27
134,1002909,session_1002909_419905,ClickProduct,206508,50,"{""product_type"": ""toy"", ""price"": 21.09}",2017-11-26 01:39:45
135,1002909,session_1002909_419905,ClickProduct,738249,200,"{""product_type"": ""toy"", ""price"": 10.37}",2017-11-26 01:40:00
136,1000723,session_1000723_419905,ClickProduct,2840297,794,"{""product_type"": ""furniture"", ""price"": 347.72}",2017-11-26 01:53:15
137,1002185,session_1002185_419906,ClickProduct,2991276,836,"{""product_type"": ""furniture"", ""price"": 462.99}",2017-11-26 02:01:08
138,1002909,session_1002909_419906,PlaceOrder,475913,120,"{""order_id"": 10024, ""product_type"": ""food"", ""price"": 27.51, ""quantity"": 1}",2017-11-26 02:27:12
139,1002909,session_1002909_419906,ClickProduct,1831836,496,"{""product_type"": ""cosmetic"", ""price"": 39.83}",2017-11-26 02:32:23
140,1001326,session_1001326_419906,ClickProduct,4637317,1209,"{""product_type"": ""clothes"", ""price"": 20.87}",2017-11-26 02:36:31
141,1000084,session_1000084_419907,AddToCart,1659199,442,"{""product_type"": ""food"", ""price"": 45.29, ""quantity"": 1}",2017-11-26 03:03:19
142,10009,session_10009_419907,ClickProduct,4496731,1180,"{""product_type"": ""book"", ""price"": 32.51}",2017-11-26 03:04:46
143,1001326,session_1001326_419907,ClickProduct,3079068,863,"{""product_type"": ""toy"", ""price"": 88.12}",2017-11-26 03:12:11
144,1005649,session_1005649_419907,ClickProduct,3343325,918,"{""product_type"": ""accessory"", ""price"": 28.56}",2017-11-26 03:18:35
145,1005649,session_1005649_419907,ClickProduct,3030510,853,"{""product_type"": ""electronic"", ""price"": 211.11}",2017-11-26 03:26:05
146,10009,session_10009_419907,PlaceOrder,37314,8,"{""order_id"": 10025, ""product_type"": ""shoes"", ""price"": 104.95, ""quantity"": 1}",2017-11-26 03:33:52
147,10009,session_10009_419907,ClickProduct,1420923,391,"{""product_type"": ""book"", ""price"": 34.2}",2017-11-26 03:36:29
148,1002909,session_1002909_419907,ClickProduct,1217213,326,"{""product_type"": ""sport_equipment"", ""price"": 34.07}",2017-11-26 03:52:55
149,1002589,session_1002589_419907,PlaceOrder,2499287,684,"{""order_id"": 10026, ""product_type"": ""book"", ""price"": 38.19, ""quantity"": 1}",2017-11-26 03:54:19
150,1004584,session_1004584_419908,AddToCart,3605657,971,"{""product_type"": ""sport_equipment"", ""price"": 13.76, ""quantity"": 1}",2017-11-26 04:09:00
151,1001326,session_1001326_419908,AddToCart,1972955,538,"{""product_type"": ""electronic"", ""price"": 525.46, ""quantity"": 1}",2017-11-26 04:20:58
152,1001326,session_1001326_419908,AddToCart,4702796,1235,"{""product_type"": ""electronic"", ""price"": 647.38, ""quantity"": 1}",2017-11-26 04:23:30
153,1001326,session_1001326_419908,ClickProduct,2199692,605,"{""product_type"": ""book"", ""price"": 21.26}",2017-11-26 04:24:20
154,1000222,session_1000222_419908,AddToCart,744823,205,"{""product_type"": ""sport_equipment"", ""price"": 12.53, ""quantity"": 1}",2017-11-26 04:50:11
155,1003249,session_1003249_419908,ClickProduct,420144,98,"{""product_type"": ""toy"", ""price"": 5.31}",2017-11-26 04:54:40
156,1003249,session_1003249_419908,AddToCart,1132150,305,"{""product_type"": ""toy"", ""price"": 8.6, ""quantity"": 1}",2017-11-26 04:58:04
157,10009,session_10009_419908,ClickProduct,37314,8,"{""product_type"": ""shoes"", ""price"": 104.95}",2017-11-26 04:58:13
158,1003249,session_1003249_419908,AddToCart,3769173,1007,"{""product_type"": ""toy"", ""price"": 64.52, ""quantity"": 1}",2017-11-26 04:59:29
159,1002307,session_1002307_419909,AddToCart,4112244,1083,"{""product_type"": ""sport_equipment"", ""price"": 23.54, ""quantity"": 1}",2017-11-26 05:06:13
160,1003351,session_1003351_419909,ClickProduct,961958,269,"{""product_type"": ""food"", ""price"": 69.11}",2017-11-26 05:12:49
161,10009,session_10009_419909,ClickProduct,938062,262,"{""product_type"": ""furniture"", ""price"": 95.1}",2017-11-26 05:13:02
162,1002307,session_1002307_419909,ClickProduct,3540376,962,"{""product_type"": ""sport_equipment"", ""price"": 43.9}",2017-11-26 05:13:54
163,1003351,session_1003351_419909,ClickProduct,1077547,295,"{""product_type"": ""food"", ""price"": 23.15}",2017-11-26 05:14:46
164,1000222,session_1000222_419909,AddToCart,3461725,946,"{""product_type"": ""sport_equipment"", ""price"": 35.28, ""quantity"": 1}",2017-11-26 05:19:22
165,1002307,session_1002307_419909,ClickProduct,3631897,976,"{""product_type"": ""cosmetic"", ""price"": 10.64}",2017-11-26 05:37:20
166,1001326,session_1001326_419910,ClickProduct,3044471,858,"{""product_type"": ""clothes"", ""price"": 67.63}",2017-11-26 06:11:07
167,1001326,session_1001326_419910,ClickProduct,2651113,722,"{""product_type"": ""clothes"", ""price"": 70.65}",2017-11-26 06:11:46
168,1005832,session_1005832_419911,ClickProduct,4828082,1260,"{""product_type"": ""cosmetic"", ""price"": 57.09}",2017-11-26 07:06:09
169,1005832,session_1005832_419911,ClickProduct,3096889,869,"{""product_type"": ""clothes"", ""price"": 73.2}",2017-11-26 07:07:36
170,1002909,session_1002909_419911,ClickProduct,3489801,954,"{""product_type"": ""toy"", ""price"": 52.52}",2017-11-26 07:14:29
171,1003351,session_1003351_419911,ClickProduct,2364679,653,"{""product_type"": ""food"", ""price"": 22.06}",2017-11-26 07:24:36
172,1001326,session_1001326_419911,ClickProduct,3367369,928,"{""product_type"": ""toy"", ""price"": 10.97}",2017-11-26 07:30:38
173,1001326,session_1001326_419911,ClickProduct,693206,179,"{""product_type"": ""toy"", ""price"": 98.93}",2017-11-26 07:33:09
174,10009,session_10009_419911,ClickProduct,4966509,1301,"{""product_type"": ""toy"", ""price"": 36.87}",2017-11-26 07:38:40
175,1001326,session_1001326_419911,AddToCart,2393831,661,"{""product_type"": ""furniture"", ""price"": 252.48, ""quantity"": 1}",2017-11-26 07:39:00
176,1002909,session_1002909_419911,ClickProduct,1217213,326,"{""product_type"": ""sport_equipment"", ""price"": 34.07}",2017-11-26 07:46:11
177,1001326,session_1001326_419911,AddToCart,3011676,847,"{""product_type"": ""furniture"", ""price"": 362.58, ""quantity"": 1}",2017-11-26 07:46:27
178,1001326,session_1001326_419912,AddToCart,2138013,585,"{""product_type"": ""furniture"", ""price"": 129.63, ""quantity"": 1}",2017-11-26 08:40:51
179,10009,session_10009_419912,ClickProduct,4057657,1068,"{""product_type"": ""cosmetic"", ""price"": 27.87}",2017-11-26 08:44:26
180,1002307,session_1002307_419913,PlaceOrder,743380,203,"{""order_id"": 10027, ""product_type"": ""accessory"", ""price"": 19.8, ""quantity"": 1}",2017-11-26 09:08:59
181,1005498,session_1005498_419913,AddToCart,3125830,879,"{""product_type"": ""clothes"", ""price"": 39.87, ""quantity"": 1}",2017-11-26 09:25:37
182,1005616,session_1005616_419913,PlaceOrder,2553889,696,"{""order_id"": 10028, ""product_type"": ""accessory"", ""price"": 32.43, ""quantity"": 1}",2017-11-26 09:59:35
183,1001915,session_1001915_419914,ClickProduct,203244,49,"{""product_type"": ""furniture"", ""price"": 109.92}",2017-11-26 10:00:45
184,1001915,session_1001915_419914,ClickProduct,779670,219,"{""product_type"": ""toy"", ""price"": 17.3}",2017-11-26 10:01:03
185,1000349,session_1000349_419916,AddToCart,2731813,758,"{""product_type"": ""sport_equipment"", ""price"": 63.04, ""quantity"": 1}",2017-11-26 12:12:30
186,1001199,session_1001199_419916,PlaceOrder,1053132,293,"{""order_id"": 10029, ""product_type"": ""shoes"", ""price"": 64.52, ""quantity"": 1}",2017-11-26 12:15:39
187,1003716,session_1003716_419916,ClickProduct,4727640,1242,"{""product_type"": ""furniture"", ""price"": 271.53}",2017-11-26 12:18:04
188,1005616,session_1005616_419916,ClickProduct,455385,111,"{""product_type"": ""furniture"", ""price"": 306.0}",2017-11-26 12:28:01
189,1005616,session_1005616_419916,PlaceOrder,455385,111,"{""order_id"": 10030, ""product_type"": ""furniture"", ""price"": 306.0, ""quantity"": 1}",2017-11-26 12:29:05
190,1002185,session_1002185_419916,AddToCart,162442,31,"{""product_type"": ""electronic"", ""price"": 845.63, ""quantity"": 1}",2017-11-26 12:33:06
191,1005616,session_1005616_419917,ClickProduct,4833855,1264,"{""product_type"": ""electronic"", ""price"": 328.03}",2017-11-26 13:05:39
192,1005616,session_1005616_419917,AddToCart,2193689,603,"{""product_type"": ""electronic"", ""price"": 167.48, ""quantity"": 1}",2017-11-26 13:10:13
