id,customer_id,product_id,product_type,order_id,price,quantity,timestamp
30,1005616,455385,furniture,10030,306.0,1,2017-11-26 12:29:05
31,1004584,1168346,electronic,10031,717.48,1,2017-11-26 14:05:27
32,1001566,2667082,cosmetic,10032,49.46,1,2017-11-26 14:18:25
33,1001199,2250923,clothes,10033,65.42,1,2017-11-26 14:33:27
34,1001199,1443114,clothes,10034,32.57,1,2017-11-26 14:33:27
35,1001375,130217,sport_equipment,10035,14.09,1,2017-11-26 19:05:22
36,1000222,3461725,sport_equipment,10036,35.28,1,2017-11-26 23:37:25
37,1004096,305698,clothes,10037,50.93,1,2017-11-27 02:33:24
38,1000084,3350364,furniture,10038,135.23,1,2017-11-27 03:29:51
39,1002526,4551045,toy,10039,52.27,1,2017-11-27 06:12:04
40,1001199,1589561,electronic,10040,402.18,1,2017-11-27 07:25:40
41,1004337,2187255,book,10041,27.77,1,2017-11-27 07:27:06
42,1005649,1526737,book,10042,37.38,1,2017-11-27 07:39:42
43,1005074,1188579,furniture,10043,477.58,1,2017-11-27 07:47:51
44,1005649,510660,electronic,10044,966.96,1,2017-11-27 07:51:58
45,1002042,1972511,sport_equipment,10045,67.41,1,2017-11-27 11:15:50
46,1002042,5105481,sport_equipment,10046,20.04,1,2017-11-27 11:48:10
47,1002042,4737773,clothes,10047,68.55,1,2017-11-27 12:14:33
48,1002618,3331681,book,10048,32.66,1,2017-11-27 12:41:10
49,1000335,253040,furniture,10049,175.97,1,2017-11-27 14:24:05
50,10009,2794153,food,10050,62.29,1,2017-11-27 15:42:37
51,1005649,3741680,cosmetic,10051,91.62,1,2017-11-27 21:12:46
52,1001629,3216276,furniture,10052,121.63,1,2017-11-28 01:05:04
53,1005294,84698,food,10053,47.23,1,2017-11-28 01:15:12
54,1004337,325313,clothes,10054,38.17,1,2017-11-28 02:24:27
55,1005832,4174405,furniture,10055,312.26,1,2017-11-28 03:58:55
56,1005832,5086624,furniture,10056,250.2,1,2017-11-28 04:06:10
57,1005649,4875298,book,10057,19.16,1,2017-11-28 04:38:00
58,1005649,1501733,book,10058,25.28,1,2017-11-28 04:38:00
59,1005649,4692148,cosmetic,10059,91.24,1,2017-11-28 04:38:00
60,1001566,1299608,electronic,10060,252.55,1,2017-11-28 05:30:18
61,1000228,1880571,sport_equipment,10061,45.94,1,2017-11-28 05:48:12
62,1004584,4695224,sport_equipment,10062,90.15,1,2017-11-28 06:48:29
63,1003716,4416136,sport_equipment,10063,83.5,1,2017-11-28 07:56:19
64,1001566,2304016,electronic,10064,899.59,1,2017-11-28 08:40:01
65,1003901,1347509,shoes,10065,90.1,1,2017-11-28 11:14:03
66,1000636,44202,furniture,10066,177.48,1,2017-11-28 12:28:02
67,1001629,3942025,shoes,10067,59.33,1,2017-11-28 13:31:59
68,1000228,329628,sport_equipment,10068,52.9,1,2017-11-28 14:33:21
69,1004792,2955803,book,10069,27.85,1,2017-11-28 23:14:59
70,1004792,4219318,sport_equipment,10070,19.18,1,2017-11-28 23:19:56
71,1003656,3466178,accessory,10071,11.17,1,2017-11-29 01:52:06
72,1003716,3516903,furniture,10072,121.56,1,2017-11-29 02:29:26
73,1000349,906282,electronic,10073,182.98,1,2017-11-29 04:50:54
74,1000349,1545024,sport_equipment,10074,40.76,1,2017-11-29 05:01:06
75,1005284,4975718,accessory,10075,51.64,1,2017-11-29 05:56:37
76,1005284,1509041,book,10076,20.68,1,2017-11-29 05:58:45
77,1005284,4020971,cosmetic,10077,6.96,1,2017-11-29 05:59:06
78,1005284,4693404,cosmetic,10078,70.43,1,2017-11-29 06:00:01
79,1005284,2139942,cosmetic,10079,61.99,1,2017-11-29 06:00:36
80,1002927,1762506,book,10080,13.57,1,2017-11-29 06:23:23
81,1000228,3815973,book,10081,26.89,1,2017-11-29 07:31:38
82,1005294,1905948,food,10082,40.62,1,2017-11-29 07:59:10
83,1004792,427434,electronic,10083,887.39,1,2017-11-29 08:35:51
84,1000222,2821630,toy,10084,29.0,1,2017-11-29 10:37:36
85,1001566,23239,furniture,10085,122.95,1,2017-11-29 11:09:52
86,1002927,4221248,food,10086,47.35,1,2017-11-29 11:20:39
87,1005712,5080819,cosmetic,10087,12.05,1,2017-11-29 11:53:42
88,1000335,872404,toy,10088,30.6,1,2017-11-29 11:57:26
89,1005712,3092053,clothes,10089,29.17,1,2017-11-29 12:07:10
90,1005498,5049477,toy,10090,67.13,1,2017-11-29 13:42:27
91,1001419,4252236,furniture,10091,146.51,1,2017-11-29 14:39:10
92,1001566,2220235,book,10092,34.79,1,2017-11-29 14:41:44
93,1000636,1559384,clothes,10093,49.45,1,2017-11-29 16:00:36
94,1002526,398593,book,10094,29.41,1,2017-11-29 16:09:02
95,1002526,3200672,cosmetic,10095,25.42,1,2017-11-29 16:13:20
96,100528,2103782,book,10096,23.36,1,2017-11-29 17:36:58
97,1002185,1727986,shoes,10097,125.94,1,2017-11-30 00:29:52
98,1000877,3668317,toy,10098,25.0,1,2017-11-30 01:44:29
99,1000877,1833783,accessory,10099,65.87,1,2017-11-30 01:44:29
100,1000877,3936676,shoes,10100,94.71,1,2017-11-30 01:44:29
101,1004096,1898034,electronic,10101,612.29,1,2017-11-30 02:10:40
102,1001629,2075326,shoes,10102,143.85,1,2017-11-30 02:17:16
103,1001145,731783,clothes,10103,52.07,1,2017-11-30 02:56:32
104,1001419,4061696,toy,10104,42.2,1,2017-11-30 04:29:07
105,1004096,4907087,food,10105,8.48,1,2017-11-30 05:23:25
106,1004096,3674544,sport_equipment,10106,37.91,1,2017-11-30 05:26:04
107,1000723,3122135,accessory,10107,88.4,1,2017-11-30 06:27:18
108,1003656,3788016,furniture,10108,270.08,1,2017-11-30 06:58:09
109,1003656,5059698,clothes,10109,42.27,1,2017-11-30 07:11:51
110,1003724,4997111,furniture,10110,233.92,1,2017-11-30 07:38:03
111,1004337,849843,food,10111,54.72,1,2017-11-30 10:05:39
112,1002589,126664,electronic,10112,960.53,1,2017-11-30 13:38:24
113,1003901,3233798,clothes,10113,37.96,1,2017-11-30 14:34:51
114,1000636,1766214,accessory,10114,58.01,1,2017-11-30 16:01:05
115,1001326,4132140,toy,10115,35.38,1,2017-12-01 01:15:59
116,1005294,4937498,electronic,10116,525.59,1,2017-12-01 02:03:10
117,1004792,2793823,accessory,10117,54.93,1,2017-12-01 02:55:45
118,1002618,1413966,clothes,10118,62.59,1,2017-12-01 03:02:42
119,1001466,2356958,accessory,10119,49.23,1,2017-12-01 04:22:18
120,1001466,3764250,accessory,10120,58.23,1,2017-12-01 04:35:40
121,1002185,639339,furniture,10121,408.76,1,2017-12-01 07:03:18
122,1004584,758425,furniture,10122,362.91,1,2017-12-01 09:08:52
123,1001566,4886353,clothes,10123,44.74,1,2017-12-01 11:29:30
124,1005498,4222164,book,10124,38.47,1,2017-12-01 11:36:24
125,1005498,1556593,toy,10125,75.83,1,2017-12-01 11:36:24
126,1005498,1254527,clothes,10126,75.18,1,2017-12-01 11:36:24
127,1004096,658010,shoes,10127,120.1,1,2017-12-01 12:14:55
128,1004096,1885579,electronic,10128,632.63,1,2017-12-01 12:27:34
129,1003351,2078526,shoes,10129,51.28,1,2017-12-01 12:51:37
130,1001915,1728241,book,10130,10.21,1,2017-12-01 14:05:31
131,1000723,2127965,accessory,10131,42.67,1,2017-12-01 15:13:42
132,1000313,4960832,toy,10132,74.87,1,2017-12-01 23:29:49
133,1001629,1014292,accessory,10133,15.16,1,2017-12-02 01:32:54
134,1004807,3976381,clothes,10134,66.6,1,2017-12-02 01:45:31
135,1004337,1327049,sport_equipment,10135,13.78,1,2017-12-02 02:18:25
136,1005074,965798,book,10136,12.08,1,2017-12-02 02:50:09
137,1003901,3823579,accessory,10137,19.62,1,2017-12-02 03:26:46
138,1000349,2583697,shoes,10138,82.19,1,2017-12-02 05:16:04
139,1001199,724626,book,10139,37.72,1,2017-12-02 05:17:24
140,1002185,2405091,toy,10140,81.48,1,2017-12-02 06:38:08
141,1002589,1857391,sport_equipment,10141,21.56,1,2017-12-02 06:52:17
142,1001915,3419397,furniture,10142,98.17,1,2017-12-02 08:30:43
143,1003901,2969676,sport_equipment,10143,21.51,1,2017-12-02 09:21:04
144,1003901,1339786,clothes,10144,16.56,1,2017-12-02 09:21:04
145,1003901,1149771,electronic,10145,203.97,1,2017-12-02 09:21:04
146,1003901,307896,electronic,10146,771.57,1,2017-12-02 09:21:04
147,1003901,3095307,sport_equipment,10147,64.73,1,2017-12-02 09:21:04
148,1003901,2044299,sport_equipment,10148,33.41,1,2017-12-02 09:21:04
149,1003901,1286844,sport_equipment,10149,62.03,1,2017-12-02 09:21:04
150,1003901,3107357,clothes,10150,34.48,1,2017-12-02 09:21:04
151,1003901,689042,cosmetic,10151,14.2,1,2017-12-02 09:21:04
152,1003901,506837,electronic,10152,884.32,1,2017-12-02 09:21:04
153,1003901,2870017,toy,10153,32.81,1,2017-12-02 09:21:04
154,1003901,2040053,toy,10154,61.1,1,2017-12-02 09:23:55
155,1000723,627476,cosmetic,10155,25.14,1,2017-12-02 11:18:07
156,1002909,4435573,book,10156,35.29,1,2017-12-02 11:42:11
157,1000723,729577,food,10157,25.46,1,2017-12-02 12:35:03
158,1000723,1636223,food,10158,60.64,1,2017-12-02 13:15:38
159,1000723,4804194,toy,10159,58.64,1,2017-12-02 13:23:27
160,1000723,2300846,accessory,10160,55.76,1,2017-12-02 13:44:03
161,1005166,4863117,furniture,10161,98.58,1,2017-12-02 14:04:31
162,1005166,4017832,furniture,10162,201.31,1,2017-12-02 14:07:37
163,1001629,1723753,furniture,10163,173.95,1,2017-12-02 14:14:57
164,1002042,2974274,book,10164,32.6,1,2017-12-02 15:41:41
165,1000313,2190257,clothes,10165,57.27,1,2017-12-02 17:01:51
166,1000313,1413154,toy,10166,46.92,1,2017-12-02 17:01:51
167,100528,3420920,book,10167,24.64,1,2017-12-02 17:36:26
168,1005284,4119899,clothes,10168,19.82,1,2017-12-03 01:12:02
169,1005166,1826559,electronic,10169,578.94,1,2017-12-03 02:00:08
170,10009,3557403,furniture,10170,367.78,1,2017-12-03 02:01:33
171,1002307,2028434,toy,10171,22.4,1,2017-12-03 02:56:17
172,1002307,1164412,book,10172,24.6,1,2017-12-03 02:56:17
173,1002307,4466165,shoes,10173,128.99,1,2017-12-03 02:56:17
174,1004584,3334864,toy,10174,5.27,1,2017-12-03 03:41:57
175,1002307,300124,accessory,10175,24.99,1,2017-12-03 04:02:37
176,1005712,610505,food,10176,11.66,1,2017-12-03 04:36:10
177,1000084,3891320,clothes,10177,48.72,1,2017-12-03 05:03:58
178,1004337,2635552,accessory,10178,36.25,1,2017-12-03 05:18:26
179,1003716,3329070,food,10179,35.88,1,2017-12-03 05:44:58
180,1001199,347750,furniture,10180,144.04,1,2017-12-03 05:59:30
181,1003249,4172446,sport_equipment,10181,41.14,1,2017-12-03 07:11:06
182,1000084,2425522,clothes,10182,70.35,1,2017-12-03 07:12:14
183,1003249,532145,electronic,10183,458.69,1,2017-12-03 07:27:44
184,1003249,3022799,accessory,10184,6.31,1,2017-12-03 07:27:44
185,1005166,2033793,book,10185,30.74,1,2017-12-03 07:38:55
186,1004807,2927238,accessory,10186,62.06,1,2017-12-03 07:46:41
187,1001466,3828201,electronic,10187,144.74,1,2017-12-03 09:13:26
188,1002042,4520041,toy,10188,95.77,1,2017-12-03 10:06:45
189,1001375,1096863,book,10189,38.01,1,2017-12-03 11:06:25
190,1001375,2275422,book,10190,11.14,1,2017-12-03 11:21:22
191,1001375,108408,book,10191,31.76,1,2017-12-03 11:25:07
192,1001375,4463332,book,10192,33.94,1,2017-12-03 11:29:58
193,1001375,4404218,book,10193,13.65,1,2017-12-03 11:36:49
194,1000335,3210567,furniture,10194,478.28,1,2017-12-03 13:27:53
195,1000335,2068780,sport_equipment,10195,57.02,1,2017-12-03 13:32:33
196,100528,4621425,book,10196,13.42,1,2017-12-03 14:15:09
197,100528,2448944,electronic,10197,268.64,1,2017-12-03 14:15:09
198,100528,634999,book,10198,26.29,1,2017-12-03 14:15:09
199,1001629,1685244,cosmetic,10199,40.64,1,2017-12-03 15:00:44
200,1003716,4247846,furniture,10200,299.58,1,2017-12-03 15:01:26
