id,product_id,name,price_override,stock,sku,image_url,is_active,options
35,173040,Standard Size,59.27,66,173040-VAR1,https://images.example.com/variants/173040-VAR1.jpg,True,"{""Size"": ""Standard""}"
36,174758,Standard Size,11.54,21,174758-VAR1,https://images.example.com/variants/174758-VAR1.jpg,True,"{""Size"": ""Standard""}"
37,177075,Standard Black,26.42,39,177075-VAR1,https://images.example.com/variants/177075-VAR1.jpg,True,"{""Color"": ""Black""}"
38,177075,Premium Silver,29.06,61,177075-VAR2,https://images.example.com/variants/177075-VAR2.jpg,True,"{""Color"": ""Silver""}"
39,177796,Standard Size,97.61,51,177796-VAR1,https://images.example.com/variants/177796-VAR1.jpg,True,"{""Size"": ""Standard""}"
40,180342,Standard Size,86.45,24,180342-VAR1,https://images.example.com/variants/180342-VAR1.jpg,True,"{""Size"": ""Standard""}"
41,190148,Paperback Edition,17.34,64,190148-VAR1,https://images.example.com/variants/190148-VAR1.jpg,True,"{""Format"": ""Paperback""}"
42,190148,Hardcover Special,19.07,79,190148-VAR2,https://images.example.com/variants/190148-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
43,191098,Standard Size,83.41,72,191098-VAR1,https://images.example.com/variants/191098-VAR1.jpg,True,"{""Size"": ""Standard""}"
44,193842,Size M,80.72,50,193842-VAR1,https://images.example.com/variants/193842-VAR1.jpg,True,"{""Size"": ""M""}"
45,193842,Size L,80.72,30,193842-VAR2,https://images.example.com/variants/193842-VAR2.jpg,True,"{""Size"": ""L""}"
46,195056,Standard Size,68.0,31,195056-VAR1,https://images.example.com/variants/195056-VAR1.jpg,True,"{""Size"": ""Standard""}"
47,202202,Size M,74.95,27,202202-VAR1,https://images.example.com/variants/202202-VAR1.jpg,True,"{""Size"": ""M""}"
48,202202,Size L,74.95,65,202202-VAR2,https://images.example.com/variants/202202-VAR2.jpg,True,"{""Size"": ""L""}"
49,203244,Standard Size,109.92,62,203244-VAR1,https://images.example.com/variants/203244-VAR1.jpg,True,"{""Size"": ""Standard""}"
50,206508,Standard Size,21.09,58,206508-VAR1,https://images.example.com/variants/206508-VAR1.jpg,True,"{""Size"": ""Standard""}"
51,212989,Standard Size,28.01,61,212989-VAR1,https://images.example.com/variants/212989-VAR1.jpg,True,"{""Size"": ""Standard""}"
52,221387,Standard Size,40.67,33,221387-VAR1,https://images.example.com/variants/221387-VAR1.jpg,True,"{""Size"": ""Standard""}"
53,243523,Standard Size,368.34,40,243523-VAR1,https://images.example.com/variants/243523-VAR1.jpg,True,"{""Size"": ""Standard""}"
54,252579,Standard Black,69.35,80,252579-VAR1,https://images.example.com/variants/252579-VAR1.jpg,True,"{""Color"": ""Black""}"
55,252579,Premium Silver,76.28,66,252579-VAR2,https://images.example.com/variants/252579-VAR2.jpg,True,"{""Color"": ""Silver""}"
56,253040,Standard Size,175.97,79,253040-VAR1,https://images.example.com/variants/253040-VAR1.jpg,True,"{""Size"": ""Standard""}"
57,260779,Size M,128.56,20,260779-VAR1,https://images.example.com/variants/260779-VAR1.jpg,True,"{""Size"": ""M""}"
58,260779,Size L,128.56,20,260779-VAR2,https://images.example.com/variants/260779-VAR2.jpg,True,"{""Size"": ""L""}"
59,282801,Standard Size,192.18,19,282801-VAR1,https://images.example.com/variants/282801-VAR1.jpg,True,"{""Size"": ""Standard""}"
60,287835,Size M,140.44,32,287835-VAR1,https://images.example.com/variants/287835-VAR1.jpg,True,"{""Size"": ""M""}"
61,287835,Size L,140.44,57,287835-VAR2,https://images.example.com/variants/287835-VAR2.jpg,True,"{""Size"": ""L""}"
62,296719,Standard Size,87.38,75,296719-VAR1,https://images.example.com/variants/296719-VAR1.jpg,True,"{""Size"": ""Standard""}"
63,300124,Standard Black,24.99,73,300124-VAR1,https://images.example.com/variants/300124-VAR1.jpg,True,"{""Color"": ""Black""}"
64,300124,Premium Silver,27.49,34,300124-VAR2,https://images.example.com/variants/300124-VAR2.jpg,True,"{""Color"": ""Silver""}"
65,300430,Standard Black,455.67,80,300430-VAR1,https://images.example.com/variants/300430-VAR1.jpg,True,"{""Color"": ""Black""}"
66,300430,Premium Silver,501.24,32,300430-VAR2,https://images.example.com/variants/300430-VAR2.jpg,True,"{""Color"": ""Silver""}"
67,303794,Size M,90.47,56,303794-VAR1,https://images.example.com/variants/303794-VAR1.jpg,True,"{""Size"": ""M""}"
68,303794,Size L,90.47,55,303794-VAR2,https://images.example.com/variants/303794-VAR2.jpg,True,"{""Size"": ""L""}"
69,305317,Standard Size,18.13,35,305317-VAR1,https://images.example.com/variants/305317-VAR1.jpg,True,"{""Size"": ""Standard""}"
70,305698,Size M,50.93,65,305698-VAR1,https://images.example.com/variants/305698-VAR1.jpg,True,"{""Size"": ""M""}"
71,305698,Size L,50.93,53,305698-VAR2,https://images.example.com/variants/305698-VAR2.jpg,True,"{""Size"": ""L""}"
72,307896,Standard Black,771.57,58,307896-VAR1,https://images.example.com/variants/307896-VAR1.jpg,True,"{""Color"": ""Black""}"
73,307896,Premium Silver,848.73,79,307896-VAR2,https://images.example.com/variants/307896-VAR2.jpg,True,"{""Color"": ""Silver""}"
74,321118,Standard Black,907.14,80,321118-VAR1,https://images.example.com/variants/321118-VAR1.jpg,True,"{""Color"": ""Black""}"
75,321118,Premium Silver,997.85,77,321118-VAR2,https://images.example.com/variants/321118-VAR2.jpg,True,"{""Color"": ""Silver""}"
76,325313,Size M,38.17,53,325313-VAR1,https://images.example.com/variants/325313-VAR1.jpg,True,"{""Size"": ""M""}"
77,325313,Size L,38.17,75,325313-VAR2,https://images.example.com/variants/325313-VAR2.jpg,True,"{""Size"": ""L""}"
78,329628,Standard Size,52.9,17,329628-VAR1,https://images.example.com/variants/329628-VAR1.jpg,True,"{""Size"": ""Standard""}"
79,334615,Standard Black,76.04,62,334615-VAR1,https://images.example.com/variants/334615-VAR1.jpg,True,"{""Color"": ""Black""}"
80,334615,Premium Silver,83.64,57,334615-VAR2,https://images.example.com/variants/334615-VAR2.jpg,True,"{""Color"": ""Silver""}"
81,347750,Standard Size,144.04,29,347750-VAR1,https://images.example.com/variants/347750-VAR1.jpg,True,"{""Size"": ""Standard""}"
82,349984,Standard Black,79.46,68,349984-VAR1,https://images.example.com/variants/349984-VAR1.jpg,True,"{""Color"": ""Black""}"
83,349984,Premium Silver,87.41,54,349984-VAR2,https://images.example.com/variants/349984-VAR2.jpg,True,"{""Color"": ""Silver""}"
84,361294,Standard Size,61.06,18,361294-VAR1,https://images.example.com/variants/361294-VAR1.jpg,True,"{""Size"": ""Standard""}"
85,372144,Size M,81.98,75,372144-VAR1,https://images.example.com/variants/372144-VAR1.jpg,True,"{""Size"": ""M""}"
86,372144,Size L,81.98,48,372144-VAR2,https://images.example.com/variants/372144-VAR2.jpg,True,"{""Size"": ""L""}"
87,377345,Standard Size,54.74,44,377345-VAR1,https://images.example.com/variants/377345-VAR1.jpg,True,"{""Size"": ""Standard""}"
88,379371,Standard Size,85.91,21,379371-VAR1,https://images.example.com/variants/379371-VAR1.jpg,True,"{""Size"": ""Standard""}"
89,398593,Paperback Edition,29.41,76,398593-VAR1,https://images.example.com/variants/398593-VAR1.jpg,True,"{""Format"": ""Paperback""}"
90,398593,Hardcover Special,32.35,36,398593-VAR2,https://images.example.com/variants/398593-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
91,400851,Standard Black,712.86,63,400851-VAR1,https://images.example.com/variants/400851-VAR1.jpg,True,"{""Color"": ""Black""}"
92,400851,Premium Silver,784.15,33,400851-VAR2,https://images.example.com/variants/400851-VAR2.jpg,True,"{""Color"": ""Silver""}"
93,409116,Standard Size,394.62,46,409116-VAR1,https://images.example.com/variants/409116-VAR1.jpg,True,"{""Size"": ""Standard""}"
94,414825,Size M,77.42,19,414825-VAR1,https://images.example.com/variants/414825-VAR1.jpg,True,"{""Size"": ""M""}"
95,414825,Size L,77.42,29,414825-VAR2,https://images.example.com/variants/414825-VAR2.jpg,True,"{""Size"": ""L""}"
96,418390,Size M,87.82,39,418390-VAR1,https://images.example.com/variants/418390-VAR1.jpg,True,"{""Size"": ""M""}"
97,418390,Size L,87.82,17,418390-VAR2,https://images.example.com/variants/418390-VAR2.jpg,True,"{""Size"": ""L""}"
98,420144,Standard Size,5.31,71,420144-VAR1,https://images.example.com/variants/420144-VAR1.jpg,True,"{""Size"": ""Standard""}"
99,427434,Standard Black,887.39,55,427434-VAR1,https://images.example.com/variants/427434-VAR1.jpg,True,"{""Color"": ""Black""}"
100,427434,Premium Silver,976.13,68,427434-VAR2,https://images.example.com/variants/427434-VAR2.jpg,True,"{""Color"": ""Silver""}"
101,435998,Paperback Edition,38.16,34,435998-VAR1,https://images.example.com/variants/435998-VAR1.jpg,True,"{""Format"": ""Paperback""}"
102,435998,Hardcover Special,41.98,67,435998-VAR2,https://images.example.com/variants/435998-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
103,442940,Paperback Edition,24.23,41,442940-VAR1,https://images.example.com/variants/442940-VAR1.jpg,True,"{""Format"": ""Paperback""}"
104,442940,Hardcover Special,26.65,67,442940-VAR2,https://images.example.com/variants/442940-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
105,444181,Standard Black,882.6,79,444181-VAR1,https://images.example.com/variants/444181-VAR1.jpg,True,"{""Color"": ""Black""}"
106,444181,Premium Silver,970.86,75,444181-VAR2,https://images.example.com/variants/444181-VAR2.jpg,True,"{""Color"": ""Silver""}"
107,447009,Standard Size,84.12,22,447009-VAR1,https://images.example.com/variants/447009-VAR1.jpg,True,"{""Size"": ""Standard""}"
108,451286,Standard Black,647.46,32,451286-VAR1,https://images.example.com/variants/451286-VAR1.jpg,True,"{""Color"": ""Black""}"
109,451286,Premium Silver,712.21,41,451286-VAR2,https://images.example.com/variants/451286-VAR2.jpg,True,"{""Color"": ""Silver""}"
110,454408,Standard Size,40.15,56,454408-VAR1,https://images.example.com/variants/454408-VAR1.jpg,True,"{""Size"": ""Standard""}"
111,455385,Standard Size,306.0,76,455385-VAR1,https://images.example.com/variants/455385-VAR1.jpg,True,"{""Size"": ""Standard""}"
112,460466,Standard Black,925.73,63,460466-VAR1,https://images.example.com/variants/460466-VAR1.jpg,True,"{""Color"": ""Black""}"
113,460466,Premium Silver,1018.3,55,460466-VAR2,https://images.example.com/variants/460466-VAR2.jpg,True,"{""Color"": ""Silver""}"
114,461740,Paperback Edition,18.72,37,461740-VAR1,https://images.example.com/variants/461740-VAR1.jpg,True,"{""Format"": ""Paperback""}"
115,461740,Hardcover Special,20.59,73,461740-VAR2,https://images.example.com/variants/461740-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
116,467423,Size M,52.31,58,467423-VAR1,https://images.example.com/variants/467423-VAR1.jpg,True,"{""Size"": ""M""}"
117,467423,Size L,52.31,60,467423-VAR2,https://images.example.com/variants/467423-VAR2.jpg,True,"{""Size"": ""L""}"
118,474469,Size M,71.24,48,474469-VAR1,https://images.example.com/variants/474469-VAR1.jpg,True,"{""Size"": ""M""}"
119,474469,Size L,71.24,76,474469-VAR2,https://images.example.com/variants/474469-VAR2.jpg,True,"{""Size"": ""L""}"
120,475913,Standard Size,27.51,39,475913-VAR1,https://images.example.com/variants/475913-VAR1.jpg,True,"{""Size"": ""Standard""}"
121,479367,Standard Size,87.53,46,479367-VAR1,https://images.example.com/variants/479367-VAR1.jpg,True,"{""Size"": ""Standard""}"
122,482929,Standard Size,115.89,50,482929-VAR1,https://images.example.com/variants/482929-VAR1.jpg,True,"{""Size"": ""Standard""}"
123,487347,Standard Size,81.71,53,487347-VAR1,https://images.example.com/variants/487347-VAR1.jpg,True,"{""Size"": ""Standard""}"
124,487547,Paperback Edition,31.98,43,487547-VAR1,https://images.example.com/variants/487547-VAR1.jpg,True,"{""Format"": ""Paperback""}"
125,487547,Hardcover Special,35.18,53,487547-VAR2,https://images.example.com/variants/487547-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
126,494417,Size M,57.22,51,494417-VAR1,https://images.example.com/variants/494417-VAR1.jpg,True,"{""Size"": ""M""}"
127,494417,Size L,57.22,41,494417-VAR2,https://images.example.com/variants/494417-VAR2.jpg,True,"{""Size"": ""L""}"
128,500641,Standard Size,149.19,77,500641-VAR1,https://images.example.com/variants/500641-VAR1.jpg,True,"{""Size"": ""Standard""}"
129,506837,Standard Black,884.32,55,506837-VAR1,https://images.example.com/variants/506837-VAR1.jpg,True,"{""Color"": ""Black""}"
130,506837,Premium Silver,972.75,76,506837-VAR2,https://images.example.com/variants/506837-VAR2.jpg,True,"{""Color"": ""Silver""}"
131,510660,Standard Black,966.96,59,510660-VAR1,https://images.example.com/variants/510660-VAR1.jpg,True,"{""Color"": ""Black""}"
132,510660,Premium Silver,1063.66,50,510660-VAR2,https://images.example.com/variants/510660-VAR2.jpg,True,"{""Color"": ""Silver""}"
133,528426,Standard Size,396.46,51,528426-VAR1,https://images.example.com/variants/528426-VAR1.jpg,True,"{""Size"": ""Standard""}"
134,530474,Standard Size,164.28,30,530474-VAR1,https://images.example.com/variants/530474-VAR1.jpg,True,"{""Size"": ""Standard""}"
135,532145,Standard Black,458.69,63,532145-VAR1,https://images.example.com/variants/532145-VAR1.jpg,True,"{""Color"": ""Black""}"
136,532145,Premium Silver,504.56,65,532145-VAR2,https://images.example.com/variants/532145-VAR2.jpg,True,"{""Color"": ""Silver""}"
137,532443,Standard Size,66.09,59,532443-VAR1,https://images.example.com/variants/532443-VAR1.jpg,True,"{""Size"": ""Standard""}"
138,542973,Standard Black,908.75,33,542973-VAR1,https://images.example.com/variants/542973-VAR1.jpg,True,"{""Color"": ""Black""}"
139,542973,Premium Silver,999.63,52,542973-VAR2,https://images.example.com/variants/542973-VAR2.jpg,True,"{""Color"": ""Silver""}"
140,544000,Size M,22.74,20,544000-VAR1,https://images.example.com/variants/544000-VAR1.jpg,True,"{""Size"": ""M""}"
141,544000,Size L,22.74,51,544000-VAR2,https://images.example.com/variants/544000-VAR2.jpg,True,"{""Size"": ""L""}"
142,559088,Size M,47.04,25,559088-VAR1,https://images.example.com/variants/559088-VAR1.jpg,True,"{""Size"": ""M""}"
143,559088,Size L,47.04,59,559088-VAR2,https://images.example.com/variants/559088-VAR2.jpg,True,"{""Size"": ""L""}"
144,563665,Size M,52.65,71,563665-VAR1,https://images.example.com/variants/563665-VAR1.jpg,True,"{""Size"": ""M""}"
145,563665,Size L,52.65,47,563665-VAR2,https://images.example.com/variants/563665-VAR2.jpg,True,"{""Size"": ""L""}"
146,575683,Standard Size,60.31,76,575683-VAR1,https://images.example.com/variants/575683-VAR1.jpg,True,"{""Size"": ""Standard""}"
147,585725,Standard Size,109.75,42,585725-VAR1,https://images.example.com/variants/585725-VAR1.jpg,True,"{""Size"": ""Standard""}"
148,592124,Standard Black,152.93,40,592124-VAR1,https://images.example.com/variants/592124-VAR1.jpg,True,"{""Color"": ""Black""}"
149,592124,Premium Silver,168.22,49,592124-VAR2,https://images.example.com/variants/592124-VAR2.jpg,True,"{""Color"": ""Silver""}"
150,602202,Size M,72.95,49,602202-VAR1,https://images.example.com/variants/602202-VAR1.jpg,True,"{""Size"": ""M""}"
151,602202,Size L,72.95,32,602202-VAR2,https://images.example.com/variants/602202-VAR2.jpg,True,"{""Size"": ""L""}"
152,610505,Standard Size,11.66,28,610505-VAR1,https://images.example.com/variants/610505-VAR1.jpg,True,"{""Size"": ""Standard""}"
153,621929,Paperback Edition,17.35,45,621929-VAR1,https://images.example.com/variants/621929-VAR1.jpg,True,"{""Format"": ""Paperback""}"
154,621929,Hardcover Special,19.09,46,621929-VAR2,https://images.example.com/variants/621929-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
155,627476,Standard Size,25.14,21,627476-VAR1,https://images.example.com/variants/627476-VAR1.jpg,True,"{""Size"": ""Standard""}"
156,632660,Standard Size,73.0,43,632660-VAR1,https://images.example.com/variants/632660-VAR1.jpg,True,"{""Size"": ""Standard""}"
157,634999,Paperback Edition,26.29,44,634999-VAR1,https://images.example.com/variants/634999-VAR1.jpg,True,"{""Format"": ""Paperback""}"
158,634999,Hardcover Special,28.92,21,634999-VAR2,https://images.example.com/variants/634999-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
159,639339,Standard Size,408.76,27,639339-VAR1,https://images.example.com/variants/639339-VAR1.jpg,True,"{""Size"": ""Standard""}"
160,641976,Size M,27.19,67,641976-VAR1,https://images.example.com/variants/641976-VAR1.jpg,True,"{""Size"": ""M""}"
161,641976,Size L,27.19,57,641976-VAR2,https://images.example.com/variants/641976-VAR2.jpg,True,"{""Size"": ""L""}"
162,644264,Standard Size,66.94,75,644264-VAR1,https://images.example.com/variants/644264-VAR1.jpg,True,"{""Size"": ""Standard""}"
163,646921,Standard Black,480.8,27,646921-VAR1,https://images.example.com/variants/646921-VAR1.jpg,True,"{""Color"": ""Black""}"
164,646921,Premium Silver,528.88,32,646921-VAR2,https://images.example.com/variants/646921-VAR2.jpg,True,"{""Color"": ""Silver""}"
165,649676,Standard Black,876.59,15,649676-VAR1,https://images.example.com/variants/649676-VAR1.jpg,True,"{""Color"": ""Black""}"
166,649676,Premium Silver,964.25,35,649676-VAR2,https://images.example.com/variants/649676-VAR2.jpg,True,"{""Color"": ""Silver""}"
167,654710,Standard Size,68.3,67,654710-VAR1,https://images.example.com/variants/654710-VAR1.jpg,True,"{""Size"": ""Standard""}"
168,656911,Standard Size,14.25,75,656911-VAR1,https://images.example.com/variants/656911-VAR1.jpg,True,"{""Size"": ""Standard""}"
169,658010,Size M,120.1,76,658010-VAR1,https://images.example.com/variants/658010-VAR1.jpg,True,"{""Size"": ""M""}"
170,658010,Size L,120.1,40,658010-VAR2,https://images.example.com/variants/658010-VAR2.jpg,True,"{""Size"": ""L""}"
171,662524,Standard Black,323.54,51,662524-VAR1,https://images.example.com/variants/662524-VAR1.jpg,True,"{""Color"": ""Black""}"
172,662524,Premium Silver,355.89,56,662524-VAR2,https://images.example.com/variants/662524-VAR2.jpg,True,"{""Color"": ""Silver""}"
173,672767,Standard Size,304.7,51,672767-VAR1,https://images.example.com/variants/672767-VAR1.jpg,True,"{""Size"": ""Standard""}"
174,682079,Standard Size,44.66,22,682079-VAR1,https://images.example.com/variants/682079-VAR1.jpg,True,"{""Size"": ""Standard""}"
175,687309,Standard Size,48.49,26,687309-VAR1,https://images.example.com/variants/687309-VAR1.jpg,True,"{""Size"": ""Standard""}"
176,687624,Size M,88.74,44,687624-VAR1,https://images.example.com/variants/687624-VAR1.jpg,True,"{""Size"": ""M""}"
177,687624,Size L,88.74,19,687624-VAR2,https://images.example.com/variants/687624-VAR2.jpg,True,"{""Size"": ""L""}"
178,689042,Standard Size,14.2,37,689042-VAR1,https://images.example.com/variants/689042-VAR1.jpg,True,"{""Size"": ""Standard""}"
179,693206,Standard Size,98.93,68,693206-VAR1,https://images.example.com/variants/693206-VAR1.jpg,True,"{""Size"": ""Standard""}"
180,697305,Standard Black,96.09,37,697305-VAR1,https://images.example.com/variants/697305-VAR1.jpg,True,"{""Color"": ""Black""}"
181,697305,Premium Silver,105.7,19,697305-VAR2,https://images.example.com/variants/697305-VAR2.jpg,True,"{""Color"": ""Silver""}"
182,701097,Standard Size,20.63,65,701097-VAR1,https://images.example.com/variants/701097-VAR1.jpg,True,"{""Size"": ""Standard""}"
183,703963,Paperback Edition,23.44,78,703963-VAR1,https://images.example.com/variants/703963-VAR1.jpg,True,"{""Format"": ""Paperback""}"
184,703963,Hardcover Special,25.78,38,703963-VAR2,https://images.example.com/variants/703963-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
185,705046,Standard Size,458.12,52,705046-VAR1,https://images.example.com/variants/705046-VAR1.jpg,True,"{""Size"": ""Standard""}"
186,706065,Size M,81.69,19,706065-VAR1,https://images.example.com/variants/706065-VAR1.jpg,True,"{""Size"": ""M""}"
187,706065,Size L,81.69,16,706065-VAR2,https://images.example.com/variants/706065-VAR2.jpg,True,"{""Size"": ""L""}"
188,716219,Standard Size,29.93,53,716219-VAR1,https://images.example.com/variants/716219-VAR1.jpg,True,"{""Size"": ""Standard""}"
189,718985,Standard Size,31.81,28,718985-VAR1,https://images.example.com/variants/718985-VAR1.jpg,True,"{""Size"": ""Standard""}"
190,724626,Paperback Edition,37.72,57,724626-VAR1,https://images.example.com/variants/724626-VAR1.jpg,True,"{""Format"": ""Paperback""}"
191,724626,Hardcover Special,41.49,51,724626-VAR2,https://images.example.com/variants/724626-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
192,725164,Standard Black,67.22,73,725164-VAR1,https://images.example.com/variants/725164-VAR1.jpg,True,"{""Color"": ""Black""}"
193,725164,Premium Silver,73.94,78,725164-VAR2,https://images.example.com/variants/725164-VAR2.jpg,True,"{""Color"": ""Silver""}"
194,725452,Size M,24.91,32,725452-VAR1,https://images.example.com/variants/725452-VAR1.jpg,True,"{""Size"": ""M""}"
195,725452,Size L,24.91,79,725452-VAR2,https://images.example.com/variants/725452-VAR2.jpg,True,"{""Size"": ""L""}"
196,729577,Standard Size,25.46,74,729577-VAR1,https://images.example.com/variants/729577-VAR1.jpg,True,"{""Size"": ""Standard""}"
197,731783,Size M,52.07,49,731783-VAR1,https://images.example.com/variants/731783-VAR1.jpg,True,"{""Size"": ""M""}"
198,731783,Size L,52.07,39,731783-VAR2,https://images.example.com/variants/731783-VAR2.jpg,True,"{""Size"": ""L""}"
199,735415,Standard Size,10.73,29,735415-VAR1,https://images.example.com/variants/735415-VAR1.jpg,True,"{""Size"": ""Standard""}"
200,738249,Standard Size,10.37,57,738249-VAR1,https://images.example.com/variants/738249-VAR1.jpg,True,"{""Size"": ""Standard""}"
201,743052,Paperback Edition,23.3,35,743052-VAR1,https://images.example.com/variants/743052-VAR1.jpg,True,"{""Format"": ""Paperback""}"
202,743052,Hardcover Special,25.63,73,743052-VAR2,https://images.example.com/variants/743052-VAR2.jpg,True,"{""Format"": ""Hardcover""}"
203,743380,Standard Black,19.8,47,743380-VAR1,https://images.example.com/variants/743380-VAR1.jpg,True,"{""Color"": ""Black""}"
204,743380,Premium Silver,21.78,38,743380-VAR2,https://images.example.com/variants/743380-VAR2.jpg,True,"{""Color"": ""Silver""}"
205,744823,Standard Size,12.53,16,744823-VAR1,https://images.example.com/variants/744823-VAR1.jpg,True,"{""Size"": ""Standard""}"
206,755870,Standard Black,161.6,58,755870-VAR1,https://images.example.com/variants/755870-VAR1.jpg,True,"{""Color"": ""Black""}"
207,755870,Premium Silver,177.76,52,755870-VAR2,https://images.example.com/variants/755870-VAR2.jpg,True,"{""Color"": ""Silver""}"
208,758425,Standard Size,362.91,39,758425-VAR1,https://images.example.com/variants/758425-VAR1.jpg,True,"{""Size"": ""Standard""}"
209,762383,Standard Size,42.95,37,762383-VAR1,https://images.example.com/variants/762383-VAR1.jpg,True,"{""Size"": ""Standard""}"
210,764670,Standard Size,183.16,66,764670-VAR1,https://images.example.com/variants/764670-VAR1.jpg,True,"{""Size"": ""Standard""}"
211,765808,Standard Size,96.65,69,765808-VAR1,https://images.example.com/variants/765808-VAR1.jpg,True,"{""Size"": ""Standard""}"
212,767464,Size M,41.83,80,767464-VAR1,https://images.example.com/variants/767464-VAR1.jpg,True,"{""Size"": ""M""}"
213,767464,Size L,41.83,56,767464-VAR2,https://images.example.com/variants/767464-VAR2.jpg,True,"{""Size"": ""L""}"
