id,customer_id,product_id,product_type,session_id,timestamp
44,1002185,3152278,furniture,session_1002185_419888,2017-11-25 08:50:22
45,1002909,738249,toy,session_1002909_419889,2017-11-25 09:18:45
46,1004337,3692127,cosmetic,session_1004337_419890,2017-11-25 10:31:54
47,1000228,494417,clothes,session_1000228_419892,2017-11-25 12:10:08
48,1004096,1389713,clothes,session_1004096_419892,2017-11-25 12:24:09
49,1000636,632660,food,session_1000636_419892,2017-11-25 12:30:43
50,1004096,4350170,sport_equipment,session_1004096_419892,2017-11-25 12:44:13
51,1000228,1312452,furniture,session_1000228_419892,2017-11-25 12:56:23
52,1005832,4956419,furniture,session_1005832_419892,2017-11-25 12:58:25
53,1000084,2441285,toy,session_1000084_419893,2017-11-25 13:20:30
54,1000228,765808,furniture,session_1000228_419893,2017-11-25 13:28:02
55,1000228,2452738,electronic,session_1000228_419893,2017-11-25 13:31:53
56,1003716,4650889,electronic,session_1003716_419894,2017-11-25 14:11:35
57,1005498,3355149,toy,session_1005498_419894,2017-11-25 14:31:32
58,1000228,2624906,furniture,session_1000228_419894,2017-11-25 14:31:58
59,1003716,542973,electronic,session_1003716_419894,2017-11-25 14:41:40
60,1003716,300430,electronic,session_1003716_419894,2017-11-25 14:47:00
61,1003716,2385268,electronic,session_1003716_419894,2017-11-25 14:48:40
62,1003716,786458,electronic,session_1003716_419894,2017-11-25 14:50:43
63,1003716,2701204,electronic,session_1003716_419895,2017-11-25 15:02:28
64,1001915,2875418,sport_equipment,session_1001915_419895,2017-11-25 15:16:17
65,1000636,2633450,accessory,session_1000636_419896,2017-11-25 16:30:59
66,1002927,791770,furniture,session_1002927_419896,2017-11-25 16:48:56
67,1002927,500641,furniture,session_1002927_419896,2017-11-25 16:50:25
68,1005712,4888516,shoes,session_1005712_419899,2017-11-25 19:07:01
69,1005649,1582775,cosmetic,session_1005649_419899,2017-11-25 19:55:01
70,1005649,3979564,accessory,session_1005649_419900,2017-11-25 20:06:00
71,1005649,644264,sport_equipment,session_1005649_419900,2017-11-25 20:11:32
72,1005649,4830088,book,session_1005649_419900,2017-11-25 20:16:49
73,1005649,4771223,cosmetic,session_1005649_419900,2017-11-25 20:18:52
74,1005649,4830088,book,session_1005649_419900,2017-11-25 20:19:02
75,1005649,3702766,accessory,session_1005649_419900,2017-11-25 20:27:46
76,1002185,243523,furniture,session_1002185_419902,2017-11-25 22:12:43
77,1005616,3792683,accessory,session_1005616_419905,2017-11-26 01:16:05
78,1001629,559088,shoes,session_1001629_419905,2017-11-26 01:18:11
79,1004584,3057370,toy,session_1004584_419905,2017-11-26 01:28:09
80,1004584,656911,toy,session_1004584_419905,2017-11-26 01:29:02
81,1002909,206508,toy,session_1002909_419905,2017-11-26 01:39:45
82,1002909,738249,toy,session_1002909_419905,2017-11-26 01:40:00
83,1000723,2840297,furniture,session_1000723_419905,2017-11-26 01:53:15
84,1002185,2991276,furniture,session_1002185_419906,2017-11-26 02:01:08
85,1002909,1831836,cosmetic,session_1002909_419906,2017-11-26 02:32:23
86,1001326,4637317,clothes,session_1001326_419906,2017-11-26 02:36:31
87,10009,4496731,book,session_10009_419907,2017-11-26 03:04:46
88,1001326,3079068,toy,session_1001326_419907,2017-11-26 03:12:11
89,1005649,3343325,accessory,session_1005649_419907,2017-11-26 03:18:35
90,1005649,3030510,electronic,session_1005649_419907,2017-11-26 03:26:05
91,10009,1420923,book,session_10009_419907,2017-11-26 03:36:29
92,1002909,1217213,sport_equipment,session_1002909_419907,2017-11-26 03:52:55
93,1001326,2199692,book,session_1001326_419908,2017-11-26 04:24:20
94,1003249,420144,toy,session_1003249_419908,2017-11-26 04:54:40
95,10009,37314,shoes,session_10009_419908,2017-11-26 04:58:13
96,1003351,961958,food,session_1003351_419909,2017-11-26 05:12:49
97,10009,938062,furniture,session_10009_419909,2017-11-26 05:13:02
98,1002307,3540376,sport_equipment,session_1002307_419909,2017-11-26 05:13:54
99,1003351,1077547,food,session_1003351_419909,2017-11-26 05:14:46
100,1002307,3631897,cosmetic,session_1002307_419909,2017-11-26 05:37:20
101,1001326,3044471,clothes,session_1001326_419910,2017-11-26 06:11:07
102,1001326,2651113,clothes,session_1001326_419910,2017-11-26 06:11:46
103,1005832,4828082,cosmetic,session_1005832_419911,2017-11-26 07:06:09
104,1005832,3096889,clothes,session_1005832_419911,2017-11-26 07:07:36
105,1002909,3489801,toy,session_1002909_419911,2017-11-26 07:14:29
106,1003351,2364679,food,session_1003351_419911,2017-11-26 07:24:36
107,1001326,3367369,toy,session_1001326_419911,2017-11-26 07:30:38
108,1001326,693206,toy,session_1001326_419911,2017-11-26 07:33:09
109,10009,4966509,toy,session_10009_419911,2017-11-26 07:38:40
110,1002909,1217213,sport_equipment,session_1002909_419911,2017-11-26 07:46:11
111,10009,4057657,cosmetic,session_10009_419912,2017-11-26 08:44:26
112,1001915,203244,furniture,session_1001915_419914,2017-11-26 10:00:45
113,1001915,779670,toy,session_1001915_419914,2017-11-26 10:01:03
114,1003716,4727640,furniture,session_1003716_419916,2017-11-26 12:18:04
115,1005616,455385,furniture,session_1005616_419916,2017-11-26 12:28:01
116,1005616,4833855,electronic,session_1005616_419917,2017-11-26 13:05:39
117,1001419,4252236,furniture,session_1001419_419917,2017-11-26 13:10:39
118,1005616,2332631,furniture,session_1005616_419917,2017-11-26 13:15:42
119,1005616,2137370,furniture,session_1005616_419917,2017-11-26 13:17:35
120,1002909,3846692,cosmetic,session_1002909_419917,2017-11-26 13:27:52
121,1002307,4153860,toy,session_1002307_419917,2017-11-26 13:41:49
122,1005712,2204051,food,session_1005712_419917,2017-11-26 13:56:11
123,1005712,4091349,clothes,session_1005712_419917,2017-11-26 13:59:00
124,1000228,38891,sport_equipment,session_1000228_419918,2017-11-26 14:08:35
125,1002307,4863008,furniture,session_1002307_419918,2017-11-26 14:14:21
126,1002307,4863008,furniture,session_1002307_419918,2017-11-26 14:15:37
127,1002909,771558,accessory,session_1002909_419918,2017-11-26 14:20:40
128,1000228,2127636,sport_equipment,session_1000228_419918,2017-11-26 14:24:19
129,1002307,2993641,sport_equipment,session_1002307_419918,2017-11-26 14:32:18
130,1005166,4347375,electronic,session_1005166_419918,2017-11-26 14:33:38
131,1000228,4837185,sport_equipment,session_1000228_419918,2017-11-26 14:42:41
132,1002307,532443,toy,session_1002307_419918,2017-11-26 14:45:52
133,1004584,1955639,furniture,session_1004584_419919,2017-11-26 15:03:57
134,1004807,1188838,accessory,session_1004807_419919,2017-11-26 15:56:54
135,10009,3283696,cosmetic,session_10009_419920,2017-11-26 16:21:22
136,10009,4790721,book,session_10009_419921,2017-11-26 17:20:11
137,10009,4790721,book,session_10009_419921,2017-11-26 17:29:23
138,1001375,4163600,furniture,session_1001375_419922,2017-11-26 18:40:22
139,1001375,372144,shoes,session_1001375_419923,2017-11-26 19:03:17
140,1005712,1335684,food,session_1005712_419924,2017-11-26 20:20:43
141,1000084,1659199,food,session_1000084_419928,2017-11-27 00:03:44
142,1000084,987677,food,session_1000084_419928,2017-11-27 00:46:33
143,1000349,4350284,electronic,session_1000349_419929,2017-11-27 01:10:38
144,1003351,482929,furniture,session_1003351_419929,2017-11-27 01:32:32
145,1003351,725164,accessory,session_1003351_419929,2017-11-27 01:58:11
146,1002909,3018301,sport_equipment,session_1002909_419930,2017-11-27 02:03:10
147,1000792,4891581,clothes,session_1000792_419930,2017-11-27 02:42:54
148,1001566,646921,electronic,session_1001566_419930,2017-11-27 02:51:46
149,1001145,764670,furniture,session_1001145_419931,2017-11-27 03:04:58
150,1001915,2932138,shoes,session_1001915_419931,2017-11-27 03:45:30
151,1001915,2331370,clothes,session_1001915_419931,2017-11-27 03:49:53
152,1001915,2061909,clothes,session_1001915_419931,2017-11-27 03:52:07
153,1001915,4667522,sport_equipment,session_1001915_419931,2017-11-27 03:57:35
154,1000228,1986867,sport_equipment,session_1000228_419932,2017-11-27 04:58:00
155,1000228,3730396,sport_equipment,session_1000228_419933,2017-11-27 05:01:41
156,1002909,2629948,accessory,session_1002909_419933,2017-11-27 05:11:08
157,1002909,460466,electronic,session_1002909_419933,2017-11-27 05:24:24
158,1001466,929641,food,session_1001466_419934,2017-11-27 06:27:17
159,1001466,1973512,toy,session_1001466_419934,2017-11-27 06:28:21
160,1000084,1659199,food,session_1000084_419934,2017-11-27 06:30:46
161,1001326,1804513,clothes,session_1001326_419934,2017-11-27 06:34:13
162,1001326,4605369,clothes,session_1001326_419934,2017-11-27 06:37:52
163,1000084,987677,food,session_1000084_419934,2017-11-27 06:41:12
164,1001326,1870386,furniture,session_1001326_419934,2017-11-27 06:53:21
165,1002909,936197,sport_equipment,session_1002909_419934,2017-11-27 06:55:38
166,1005074,1188579,furniture,session_1005074_419935,2017-11-27 07:14:26
167,1005166,3649902,food,session_1005166_419936,2017-11-27 08:19:19
168,1002185,64810,sport_equipment,session_1002185_419937,2017-11-27 09:22:34
169,1005166,3528778,sport_equipment,session_1005166_419939,2017-11-27 11:10:35
170,1000636,3616789,shoes,session_1000636_419939,2017-11-27 11:30:24
171,1000636,287835,shoes,session_1000636_419939,2017-11-27 11:30:57
172,1004337,4390368,toy,session_1004337_419940,2017-11-27 12:33:14
173,1001566,4694270,clothes,session_1001566_419941,2017-11-27 13:26:09
174,1001566,818466,toy,session_1001566_419941,2017-11-27 13:35:29
175,1005498,4787032,toy,session_1005498_419941,2017-11-27 13:44:36
176,1001145,2981221,toy,session_1001145_419941,2017-11-27 13:59:34
177,1002909,206508,toy,session_1002909_419942,2017-11-27 14:03:12
178,1002909,206508,toy,session_1002909_419942,2017-11-27 14:06:35
179,1000335,4297249,furniture,session_1000335_419942,2017-11-27 14:08:13
180,1000335,253040,furniture,session_1000335_419942,2017-11-27 14:23:33
181,1001145,2825567,toy,session_1001145_419942,2017-11-27 14:27:19
182,1000228,1422728,shoes,session_1000228_419942,2017-11-27 14:52:48
183,1002307,177796,sport_equipment,session_1002307_419943,2017-11-27 15:06:33
184,10009,718985,toy,session_10009_419944,2017-11-27 16:07:47
185,1003901,530474,furniture,session_1003901_419944,2017-11-27 16:09:49
186,1000636,2256962,cosmetic,session_1000636_419944,2017-11-27 16:37:07
187,1000636,4309979,toy,session_1000636_419944,2017-11-27 16:40:30
188,1003901,451286,electronic,session_1003901_419950,2017-11-27 22:14:52
189,1003901,1483161,cosmetic,session_1003901_419950,2017-11-27 22:37:40
190,1000349,1963858,toy,session_1000349_419950,2017-11-27 22:47:00
191,1001629,81069,furniture,session_1001629_419953,2017-11-28 01:10:05
192,1005074,2870935,sport_equipment,session_1005074_419954,2017-11-28 02:04:57
193,1001915,3303693,furniture,session_1001915_419955,2017-11-28 03:44:22
194,1003716,4122831,sport_equipment,session_1003716_419955,2017-11-28 03:44:56
195,1001915,3890502,food,session_1001915_419955,2017-11-28 03:45:20
196,1000349,1357688,book,session_1000349_419955,2017-11-28 03:48:12
197,1004584,920480,book,session_1004584_419956,2017-11-28 04:06:05
198,1005649,4692148,cosmetic,session_1005649_419956,2017-11-28 04:26:38
199,1005649,5152824,book,session_1005649_419956,2017-11-28 04:31:16
200,1005649,4811639,book,session_1005649_419956,2017-11-28 04:32:29
201,1005649,4875298,book,session_1005649_419956,2017-11-28 04:35:47
202,1001566,1299608,electronic,session_1001566_419957,2017-11-28 05:38:02
203,1000349,2882640,cosmetic,session_1000349_419958,2017-11-28 06:27:54
204,1003351,662524,electronic,session_1003351_419959,2017-11-28 07:07:46
205,1003351,400851,electronic,session_1003351_419959,2017-11-28 07:21:23
206,10009,4486458,electronic,session_10009_419959,2017-11-28 07:34:59
207,1005616,1365115,sport_equipment,session_1005616_419959,2017-11-28 07:36:42
208,10009,5119588,shoes,session_10009_419959,2017-11-28 07:46:24
209,1001326,1941452,clothes,session_1001326_419959,2017-11-28 07:48:53
210,10009,3236416,clothes,session_10009_419959,2017-11-28 07:55:50
211,1005616,454408,sport_equipment,session_1005616_419959,2017-11-28 07:57:04
212,1005074,1200627,clothes,session_1005074_419960,2017-11-28 08:01:41
213,1005074,965798,book,session_1005074_419960,2017-11-28 08:03:11
214,1005616,2381943,sport_equipment,session_1005616_419960,2017-11-28 08:07:53
215,1001566,3391967,clothes,session_1001566_419960,2017-11-28 08:21:39
216,1001566,3355080,toy,session_1001566_419960,2017-11-28 08:42:10
217,1001915,2497205,sport_equipment,session_1001915_419960,2017-11-28 08:57:39
218,1001566,1697078,food,session_1001566_419961,2017-11-28 09:03:27
219,1005074,965798,book,session_1005074_419962,2017-11-28 10:27:06
220,1004337,3945615,cosmetic,session_1004337_419962,2017-11-28 10:43:57
221,1004584,845822,clothes,session_1004584_419963,2017-11-28 11:06:14
222,1004337,3032611,food,session_1004337_419963,2017-11-28 11:21:07
223,1003724,1112818,accessory,session_1003724_419963,2017-11-28 11:21:10
224,1005832,1815456,book,session_1005832_419964,2017-11-28 12:00:21
225,1003724,641976,clothes,session_1003724_419964,2017-11-28 12:44:36
226,1000084,2721889,book,session_1000084_419964,2017-11-28 12:54:53
227,1000084,3930186,book,session_1000084_419965,2017-11-28 13:17:12
228,1000228,329628,sport_equipment,session_1000228_419965,2017-11-28 13:26:12
229,1000228,329628,sport_equipment,session_1000228_419965,2017-11-28 13:43:29
230,1005498,1147995,food,session_1005498_419966,2017-11-28 14:03:01
231,1000228,1024736,furniture,session_1000228_419966,2017-11-28 14:04:37
232,1000228,144409,furniture,session_1000228_419966,2017-11-28 14:06:45
233,1002909,4831634,sport_equipment,session_1002909_419966,2017-11-28 14:08:07
234,1004096,3488953,clothes,session_1004096_419966,2017-11-28 14:24:07
235,1002307,3044282,book,session_1002307_419966,2017-11-28 14:35:13
236,1000228,2285833,book,session_1000228_419966,2017-11-28 14:37:15
237,1000228,1304452,book,session_1000228_419966,2017-11-28 14:41:40
238,1000228,1008152,book,session_1000228_419966,2017-11-28 14:41:47
239,1000228,2709813,sport_equipment,session_1000228_419966,2017-11-28 14:42:51
240,1002307,1892817,food,session_1002307_419966,2017-11-28 14:42:55
241,1004096,947168,sport_equipment,session_1004096_419966,2017-11-28 14:44:42
242,1002909,2671601,cosmetic,session_1002909_419966,2017-11-28 14:45:05
243,1002307,1007312,cosmetic,session_1002307_419966,2017-11-28 14:52:31
244,1000228,1986707,book,session_1000228_419966,2017-11-28 14:58:04
245,1000228,1814314,book,session_1000228_419967,2017-11-28 15:03:17
246,1004807,1714664,electronic,session_1004807_419967,2017-11-28 15:07:31
247,1002307,2643848,toy,session_1002307_419967,2017-11-28 15:08:48
248,1003351,3733357,electronic,session_1003351_419967,2017-11-28 15:10:00
249,1003351,4923510,furniture,session_1003351_419967,2017-11-28 15:16:48
250,1003351,3685265,accessory,session_1003351_419967,2017-11-28 15:40:58
251,1000228,4109821,cosmetic,session_1000228_419967,2017-11-28 15:49:19
252,1000228,4565112,shoes,session_1000228_419967,2017-11-28 15:53:12
253,1002618,409116,furniture,session_1002618_419968,2017-11-28 16:22:33
254,10009,2184170,electronic,session_10009_419969,2017-11-28 17:42:53
255,1003901,3670376,furniture,session_1003901_419974,2017-11-28 22:10:27
256,1003901,2777840,furniture,session_1003901_419974,2017-11-28 22:17:20
257,1005616,3148492,food,session_1005616_419974,2017-11-28 22:38:40
258,1000349,3011543,electronic,session_1000349_419975,2017-11-28 23:07:43
259,1000349,1545024,sport_equipment,session_1000349_419975,2017-11-28 23:08:46
260,1000349,1545024,sport_equipment,session_1000349_419975,2017-11-28 23:16:34
261,1004792,1893423,electronic,session_1004792_419975,2017-11-28 23:46:46
262,1000349,1545024,sport_equipment,session_1000349_419976,2017-11-29 00:28:33
263,1003656,1369597,accessory,session_1003656_419977,2017-11-29 01:36:51
264,10009,2622294,furniture,session_10009_419977,2017-11-29 01:43:45
265,1001145,3127410,toy,session_1001145_419977,2017-11-29 01:49:55
266,1001145,2793877,toy,session_1001145_419977,2017-11-29 01:57:25
267,1000228,2472136,book,session_1000228_419978,2017-11-29 02:06:31
268,1003716,3516903,furniture,session_1003716_419978,2017-11-29 02:30:41
269,1000636,2129777,shoes,session_1000636_419978,2017-11-29 02:56:19
270,1001915,2994257,sport_equipment,session_1001915_419978,2017-11-29 02:59:41
271,1001326,1372769,toy,session_1001326_419979,2017-11-29 03:16:13
272,1000349,1545024,sport_equipment,session_1000349_419979,2017-11-29 03:36:37
273,1000349,3011543,electronic,session_1000349_419979,2017-11-29 03:38:45
274,1000228,1008330,food,session_1000228_419979,2017-11-29 03:47:09
275,1003716,3982661,food,session_1003716_419979,2017-11-29 03:47:33
276,10009,37314,shoes,session_10009_419979,2017-11-29 03:54:56
277,1003716,3880607,food,session_1003716_419979,2017-11-29 03:58:20
278,1002185,2692681,clothes,session_1002185_419980,2017-11-29 04:07:15
279,1000222,1349892,sport_equipment,session_1000222_419980,2017-11-29 04:11:02
280,1000349,1757094,sport_equipment,session_1000349_419980,2017-11-29 04:42:41
281,1000349,2383163,toy,session_1000349_419980,2017-11-29 04:47:44
282,1000349,4809668,food,session_1000349_419980,2017-11-29 04:47:48
283,1003724,810022,cosmetic,session_1003724_419980,2017-11-29 04:49:39
284,1005284,3661621,cosmetic,session_1005284_419980,2017-11-29 04:50:41
285,1005284,716219,cosmetic,session_1005284_419980,2017-11-29 04:56:32
286,1001419,4092373,toy,session_1001419_419981,2017-11-29 05:15:59
287,1005284,1509041,book,session_1005284_419981,2017-11-29 05:36:15
288,1000723,575683,cosmetic,session_1000723_419981,2017-11-29 05:43:06
289,1002589,905943,clothes,session_1002589_419981,2017-11-29 05:43:40
290,1003351,602202,clothes,session_1003351_419981,2017-11-29 05:58:18
291,1000222,4429587,toy,session_1000222_419982,2017-11-29 06:08:41
292,1000723,164553,accessory,session_1000723_419982,2017-11-29 06:10:07
293,1005712,869209,shoes,session_1005712_419982,2017-11-29 06:15:16
294,10009,931229,food,session_10009_419983,2017-11-29 07:25:45
295,10009,1533647,accessory,session_10009_419983,2017-11-29 07:30:22
296,1005616,544000,clothes,session_1005616_419984,2017-11-29 08:13:54
297,1001915,3556340,clothes,session_1001915_419984,2017-11-29 08:55:11
298,1001915,2846310,food,session_1001915_419984,2017-11-29 08:56:59
299,1002185,4197294,book,session_1002185_419985,2017-11-29 09:40:26
300,1003351,4678243,clothes,session_1003351_419986,2017-11-29 10:12:00
301,1001566,2292668,toy,session_1001566_419986,2017-11-29 10:17:23
302,1001566,4510929,food,session_1001566_419986,2017-11-29 10:18:32
303,1002927,3008190,clothes,session_1002927_419986,2017-11-29 10:43:35
304,1002927,1348316,food,session_1002927_419986,2017-11-29 10:53:59
305,1002927,2557785,food,session_1002927_419987,2017-11-29 11:04:52
306,1002927,4221248,food,session_1002927_419987,2017-11-29 11:11:45
307,1005712,1014296,toy,session_1005712_419987,2017-11-29 11:13:28
308,1002927,2695795,book,session_1002927_419987,2017-11-29 11:19:14
309,1005712,4563074,accessory,session_1005712_419987,2017-11-29 11:26:09
310,1004096,4923282,cosmetic,session_1004096_419987,2017-11-29 11:33:41
311,1002185,1657754,furniture,session_1002185_419988,2017-11-29 12:32:23
312,1005498,2242453,furniture,session_1005498_419989,2017-11-29 13:21:07
313,1005498,2825454,furniture,session_1005498_419989,2017-11-29 13:22:18
314,1005498,592124,electronic,session_1005498_419990,2017-11-29 14:07:07
315,1005832,1954667,furniture,session_1005832_419990,2017-11-29 14:09:42
316,1004096,762383,sport_equipment,session_1004096_419990,2017-11-29 14:12:09
317,1005498,143281,sport_equipment,session_1005498_419990,2017-11-29 14:13:29
318,1005832,3810457,sport_equipment,session_1005832_419990,2017-11-29 14:21:21
319,1002927,2967615,sport_equipment,session_1002927_419990,2017-11-29 14:52:07
320,1003351,907841,electronic,session_1003351_419991,2017-11-29 15:18:47
321,1002307,195056,sport_equipment,session_1002307_419991,2017-11-29 15:26:39
322,1004807,2790543,accessory,session_1004807_419991,2017-11-29 15:26:40
323,10009,1420923,book,session_10009_419991,2017-11-29 15:36:10
324,10009,4653155,sport_equipment,session_10009_419991,2017-11-29 15:44:55
325,10009,3924907,furniture,session_10009_419992,2017-11-29 16:03:15
326,1000792,1802878,electronic,session_1000792_419992,2017-11-29 16:06:14
327,1003716,1240933,clothes,session_1003716_419992,2017-11-29 16:40:08
328,1003901,2592122,clothes,session_1003901_419998,2017-11-29 22:16:43
329,1003901,1959091,furniture,session_1003901_419998,2017-11-29 22:29:25
330,1004792,1443490,sport_equipment,session_1004792_419998,2017-11-29 22:41:18
331,1003724,4878108,clothes,session_1003724_420000,2017-11-30 00:34:44
332,1002185,4807503,book,session_1002185_420000,2017-11-30 00:39:10
333,1003249,4329365,sport_equipment,session_1003249_420001,2017-11-30 01:21:37
334,1000877,1783613,toy,session_1000877_420001,2017-11-30 01:36:31
335,1000877,2552942,shoes,session_1000877_420001,2017-11-30 01:46:05
336,1001466,2010880,book,session_1001466_420002,2017-11-30 02:10:19
337,1001466,3841346,electronic,session_1001466_420002,2017-11-30 02:39:19
338,1001145,1624837,clothes,session_1001145_420002,2017-11-30 02:50:25
339,1000349,4056188,shoes,session_1000349_420002,2017-11-30 02:52:54
340,1000084,1795031,electronic,session_1000084_420003,2017-11-30 03:01:26
341,1003351,768295,furniture,session_1003351_420003,2017-11-30 03:22:58
342,1003716,4416136,sport_equipment,session_1003716_420003,2017-11-30 03:23:29
343,1004584,3637528,food,session_1004584_420003,2017-11-30 03:34:50
344,1000636,1489724,shoes,session_1000636_420004,2017-11-30 04:20:06
345,1004096,479367,sport_equipment,session_1004096_420005,2017-11-30 05:04:52
346,1000349,1963858,toy,session_1000349_420005,2017-11-30 05:07:38
347,1003724,1931272,cosmetic,session_1003724_420005,2017-11-30 05:36:06
348,1003656,487547,book,session_1003656_420005,2017-11-30 05:43:09
349,10009,4945859,food,session_10009_420006,2017-11-30 06:10:12
350,1004337,2528039,toy,session_1004337_420006,2017-11-30 06:15:31
351,1000335,1839074,toy,session_1000335_420007,2017-11-30 07:39:39
352,1004792,4665048,furniture,session_1004792_420008,2017-11-30 08:40:03
353,1001326,2210978,electronic,session_1001326_420008,2017-11-30 08:47:29
354,1003351,296719,toy,session_1003351_420009,2017-11-30 09:27:37
355,1001419,3933544,electronic,session_1001419_420009,2017-11-30 09:47:20
356,1001419,1999063,electronic,session_1001419_420009,2017-11-30 09:52:51
357,1004337,2128740,food,session_1004337_420010,2017-11-30 10:04:06
358,1004337,2251060,toy,session_1004337_420012,2017-11-30 12:42:56
359,1000636,705046,furniture,session_1000636_420013,2017-11-30 13:13:28
360,1003351,2382901,book,session_1003351_420014,2017-11-30 14:00:21
361,1003351,2322529,accessory,session_1003351_420014,2017-11-30 14:08:44
362,1005712,3484049,furniture,session_1005712_420014,2017-11-30 14:12:16
363,10009,2842407,clothes,session_10009_420014,2017-11-30 14:18:00
364,1003901,2334611,shoes,session_1003901_420014,2017-11-30 14:20:26
365,1002307,4546465,clothes,session_1002307_420014,2017-11-30 14:38:12
366,1000723,2890224,clothes,session_1000723_420015,2017-11-30 15:26:28
367,10009,447009,food,session_10009_420015,2017-11-30 15:35:29
368,1000723,303794,shoes,session_1000723_420015,2017-11-30 15:50:25
369,1000723,444181,electronic,session_1000723_420015,2017-11-30 15:52:34
370,1000313,2740686,electronic,session_1000313_420016,2017-11-30 16:08:29
371,1000636,2675011,electronic,session_1000636_420016,2017-11-30 16:12:46
372,1000228,735415,food,session_1000228_420017,2017-11-30 17:11:22
373,1005712,1960493,toy,session_1005712_420017,2017-11-30 17:57:09
374,1005712,3149861,toy,session_1005712_420018,2017-11-30 18:04:01
375,1005712,1944257,electronic,session_1005712_420018,2017-11-30 18:17:37
376,1005712,4005583,electronic,session_1005712_420018,2017-11-30 18:34:29
377,1005712,1968023,accessory,session_1005712_420018,2017-11-30 18:42:26
378,1005712,1127932,sport_equipment,session_1005712_420018,2017-11-30 18:57:09
379,1005712,2927287,sport_equipment,session_1005712_420019,2017-11-30 19:03:38
380,1004792,49781,clothes,session_1004792_420023,2017-11-30 23:15:19
381,1004792,2810705,sport_equipment,session_1004792_420023,2017-11-30 23:22:39
382,1004792,4956559,shoes,session_1004792_420023,2017-11-30 23:24:33
383,1000228,2299965,clothes,session_1000228_420024,2017-12-01 00:48:59
384,1005616,1849180,furniture,session_1005616_420025,2017-12-01 01:20:06
385,1005616,2688087,furniture,session_1005616_420025,2017-12-01 01:21:45
386,1005616,139496,electronic,session_1005616_420025,2017-12-01 01:26:56
387,1001326,3300853,electronic,session_1001326_420025,2017-12-01 01:28:52
388,1005616,975226,accessory,session_1005616_420025,2017-12-01 01:33:21
389,1001326,931499,clothes,session_1001326_420025,2017-12-01 01:35:00
390,1001326,4129713,electronic,session_1001326_420025,2017-12-01 01:35:44
391,1002618,1134646,clothes,session_1002618_420025,2017-12-01 01:50:34
