id,customer_id,product_id,product_type,action_type,quantity,price,timestamp
40,1001326,2393831,furniture,add,1,252.48,2017-11-26 07:39:00
41,1001326,3011676,furniture,add,1,362.58,2017-11-26 07:46:27
42,1001326,2138013,furniture,add,1,129.63,2017-11-26 08:40:51
43,1005498,3125830,clothes,add,1,39.87,2017-11-26 09:25:37
44,1000349,2731813,sport_equipment,add,1,63.04,2017-11-26 12:12:30
45,1002185,162442,electronic,add,1,845.63,2017-11-26 12:33:06
46,1005616,2193689,electronic,add,1,167.48,2017-11-26 13:10:13
47,1001419,4095210,electronic,add,1,274.32,2017-11-26 13:13:01
48,1001419,2160688,book,add,1,17.92,2017-11-26 13:13:53
49,1004807,1188838,accessory,add,1,63.58,2017-11-26 13:24:23
50,1001915,697305,accessory,add,1,96.09,2017-11-26 13:25:56
51,1002307,2028434,toy,add,1,22.4,2017-11-26 14:22:24
52,1000228,2629212,sport_equipment,add,1,83.72,2017-11-26 14:46:20
53,1003724,4314127,food,add,1,95.65,2017-11-26 22:12:58
54,1003724,1788471,clothes,add,1,52.04,2017-11-26 22:23:42
55,1000792,487347,sport_equipment,add,1,81.71,2017-11-27 03:09:21
56,1001145,1106837,furniture,add,1,227.13,2017-11-27 03:11:50
57,1003724,1358583,clothes,add,1,72.13,2017-11-27 03:15:16
58,1001375,1632783,furniture,add,1,303.8,2017-11-27 03:25:10
59,1003249,1140218,toy,add,1,78.92,2017-11-27 04:18:31
60,1002909,3844686,accessory,add,1,44.86,2017-11-27 05:25:19
61,1002526,682079,cosmetic,add,1,44.66,2017-11-27 06:20:38
62,1005074,4124021,clothes,add,1,58.59,2017-11-27 06:50:44
63,1000636,1489724,shoes,add,1,85.64,2017-11-27 06:59:45
64,1002618,2780673,clothes,add,1,33.78,2017-11-27 12:42:57
65,1005498,127953,toy,add,1,14.61,2017-11-27 13:28:09
66,1001566,2708978,toy,add,1,85.07,2017-11-27 13:33:59
67,1001145,3104839,toy,add,1,18.14,2017-11-27 13:53:55
68,1000636,1273440,shoes,add,1,84.67,2017-11-27 14:02:15
69,1000335,773321,furniture,add,1,180.01,2017-11-27 14:11:59
70,1000084,2958216,shoes,add,1,111.1,2017-11-27 15:24:51
71,1000084,1225298,shoes,add,1,75.88,2017-11-27 15:25:25
72,1002927,1762506,book,add,1,13.57,2017-11-27 15:57:21
73,1003901,649676,electronic,add,1,876.59,2017-11-27 16:28:59
74,1003901,2687493,electronic,add,1,398.46,2017-11-27 21:40:33
75,1003901,2658989,electronic,add,1,309.97,2017-11-27 22:18:48
76,1002185,4570068,sport_equipment,add,1,87.06,2017-11-27 23:47:42
77,1005074,1200627,clothes,add,1,69.27,2017-11-28 02:39:03
78,1002618,2793892,clothes,add,1,25.88,2017-11-28 03:42:06
79,1000349,3193857,book,add,1,9.98,2017-11-28 03:47:59
80,1005832,2105259,furniture,add,1,157.25,2017-11-28 04:02:04
81,1005498,1735206,clothes,add,1,75.78,2017-11-28 06:49:24
82,1004584,2526892,toy,add,1,13.76,2017-11-28 07:56:13
83,1003724,4258357,cosmetic,add,1,43.42,2017-11-28 12:35:21
84,1003724,4399937,cosmetic,add,1,23.05,2017-11-28 12:36:17
85,1004807,981566,accessory,add,1,19.53,2017-11-28 13:39:45
86,1000877,305317,toy,add,1,18.13,2017-11-28 14:39:47
87,1000228,3768502,book,add,1,11.09,2017-11-28 14:55:07
88,1004792,361294,food,add,1,61.06,2017-11-29 01:16:25
89,1001915,5110323,book,add,1,29.34,2017-11-29 01:21:18
90,1003351,2186668,electronic,add,1,189.21,2017-11-29 01:44:15
91,1003656,654710,food,add,1,68.3,2017-11-29 03:35:36
92,1004096,725452,clothes,add,1,24.91,2017-11-29 04:36:30
93,1000349,4491836,cosmetic,add,1,62.4,2017-11-29 04:37:59
94,1001466,1257002,accessory,add,1,75.32,2017-11-29 06:38:56
95,10009,1944561,food,add,1,36.99,2017-11-29 07:48:36
96,1002185,2673053,shoes,add,1,147.89,2017-11-29 08:21:10
97,1002185,4856750,shoes,add,1,124.87,2017-11-29 08:22:12
98,1004096,4523605,clothes,add,1,72.85,2017-11-29 11:30:48
99,1004096,1703317,accessory,add,1,28.71,2017-11-29 14:09:33
100,1005832,4856500,toy,add,1,66.77,2017-11-29 14:11:48
101,1005832,2819476,toy,add,1,64.96,2017-11-29 14:13:56
102,1005832,4116854,toy,add,1,19.37,2017-11-29 14:16:47
103,1002307,1292323,sport_equipment,add,1,68.51,2017-11-29 15:07:21
104,10009,1266437,furniture,add,1,337.9,2017-11-29 15:55:12
105,1002185,743052,book,add,1,23.3,2017-11-29 20:52:31
106,1003901,474469,clothes,add,1,71.24,2017-11-29 22:32:05
107,1004096,3741352,shoes,add,1,70.06,2017-11-30 02:06:56
108,1001466,4162768,furniture,add,1,273.47,2017-11-30 02:17:37
109,1000349,2438523,shoes,add,1,112.34,2017-11-30 02:52:34
110,1000084,3453542,sport_equipment,add,1,71.97,2017-11-30 03:41:24
111,1004792,1275059,book,add,1,18.12,2017-11-30 08:37:18
112,1004792,2158725,toy,add,1,40.76,2017-11-30 08:38:51
113,1003901,2334611,shoes,add,1,130.36,2017-11-30 09:23:32
114,1002042,3274284,shoes,add,1,110.59,2017-11-30 09:59:57
115,1003901,1347509,shoes,add,1,90.1,2017-11-30 10:01:17
116,1000335,3446193,electronic,add,1,861.72,2017-11-30 12:06:49
117,1000335,2068780,sport_equipment,add,1,57.02,2017-11-30 12:23:34
118,1002185,2305096,cosmetic,add,1,35.3,2017-11-30 12:41:37
119,1001199,4163794,food,add,1,12.21,2017-11-30 13:20:31
120,1005498,5066294,furniture,add,1,266.0,2017-11-30 13:34:17
121,1005166,4863117,furniture,add,1,98.58,2017-11-30 14:00:08
122,1001419,3770731,electronic,add,1,182.49,2017-11-30 14:24:34
123,1001199,838793,accessory,add,1,83.37,2017-11-30 14:54:20
124,1003716,1780583,sport_equipment,add,1,61.95,2017-11-30 15:05:13
125,1002307,4238977,accessory,add,1,8.68,2017-11-30 15:11:36
126,1002307,3236572,food,add,1,94.21,2017-11-30 15:17:48
127,1005712,4385701,furniture,add,1,87.64,2017-11-30 18:15:57
128,1001629,1957949,toy,add,1,27.69,2017-11-30 23:33:18
129,1002042,1370842,book,add,1,26.86,2017-12-01 01:19:35
130,1001326,1951985,toy,add,1,70.91,2017-12-01 01:51:19
131,1001145,1338355,clothes,add,1,66.62,2017-12-01 01:58:27
132,1001326,970425,electronic,add,1,894.84,2017-12-01 02:06:49
133,1002185,800445,furniture,add,1,110.7,2017-12-01 02:35:00
134,1002185,4856750,shoes,add,1,124.87,2017-12-01 02:51:52
135,1001326,1773417,food,add,1,48.71,2017-12-01 02:52:58
136,1003716,1115643,furniture,add,1,128.33,2017-12-01 03:03:04
137,1003724,202202,clothes,add,1,74.95,2017-12-01 03:10:36
138,1001326,4594051,electronic,add,1,739.55,2017-12-01 03:38:51
139,1003656,4324807,accessory,add,1,87.09,2017-12-01 03:52:10
140,1001566,1357617,book,add,1,20.99,2017-12-01 05:54:13
141,1005074,3116844,toy,add,1,15.92,2017-12-01 07:33:39
142,1001419,4334292,shoes,add,1,74.13,2017-12-01 09:19:56
143,1001326,1843392,toy,add,1,14.92,2017-12-01 11:09:27
144,1005498,2933451,clothes,add,1,58.57,2017-12-01 11:26:39
145,1002185,771853,cosmetic,add,1,67.95,2017-12-01 11:36:15
146,1004337,1327049,sport_equipment,add,1,13.78,2017-12-01 12:26:05
147,1001915,2657502,clothes,add,1,30.28,2017-12-01 12:31:30
148,1002927,4932938,sport_equipment,add,1,42.43,2017-12-01 12:36:32
149,1002927,4133976,cosmetic,add,1,34.72,2017-12-01 13:04:44
150,1002307,2700020,food,add,1,96.18,2017-12-01 15:10:46
151,1002307,4600407,cosmetic,add,1,85.01,2017-12-01 15:16:34
152,1002307,2028434,toy,add,1,22.4,2017-12-01 15:25:20
153,1000723,3893803,accessory,add,1,9.27,2017-12-01 15:42:31
154,1000723,4787441,accessory,add,1,32.38,2017-12-01 15:42:42
155,1000313,379371,toy,add,1,85.91,2017-12-01 16:23:17
156,1001145,706065,shoes,add,1,81.69,2017-12-01 16:26:09
157,1001472,3728619,toy,add,1,57.33,2017-12-01 21:44:12
158,1003901,21762,furniture,add,1,173.53,2017-12-01 23:59:33
159,1003901,3897452,furniture,add,1,492.48,2017-12-02 00:18:32
160,1005498,3341674,toy,add,1,97.83,2017-12-02 00:23:19
161,1005498,4146835,sport_equipment,add,1,60.59,2017-12-02 01:04:45
162,1001326,3470901,toy,add,1,63.69,2017-12-02 01:15:40
163,1004807,2032855,clothes,add,1,62.27,2017-12-02 01:18:50
164,1003901,4054448,toy,add,1,91.46,2017-12-02 01:35:40
165,1004807,1764042,accessory,add,1,49.51,2017-12-02 01:46:12
166,1001466,4286624,sport_equipment,add,1,13.88,2017-12-02 02:23:17
167,1005294,672767,furniture,add,1,304.7,2017-12-02 02:39:51
168,1003724,5039692,electronic,add,1,590.38,2017-12-02 05:10:37
169,1004792,3999452,clothes,add,1,42.47,2017-12-02 05:47:18
170,1002185,173040,cosmetic,add,1,59.27,2017-12-02 06:43:49
171,1000313,2137013,toy,add,1,81.25,2017-12-02 07:02:55
172,1000877,4532743,shoes,add,1,80.46,2017-12-02 07:31:24
173,1003901,904672,accessory,add,1,24.14,2017-12-02 11:02:03
174,1005712,321118,electronic,add,1,907.14,2017-12-02 11:08:26
175,1003901,5122971,accessory,add,1,39.43,2017-12-02 11:25:09
176,1003351,701097,cosmetic,add,1,20.63,2017-12-02 11:53:17
177,1002307,2301519,furniture,add,1,113.71,2017-12-02 13:30:41
178,1005712,610505,food,add,1,11.66,2017-12-02 13:31:58
179,1005284,1892802,sport_equipment,add,1,85.06,2017-12-02 14:03:02
180,1002042,3101480,book,add,1,28.48,2017-12-02 15:38:14
181,1001566,1185201,toy,add,1,39.24,2017-12-02 15:51:07
182,1005649,1462679,book,add,1,13.15,2017-12-02 16:24:05
183,100528,703963,book,add,1,23.44,2017-12-02 17:34:54
184,1001375,1341755,toy,add,1,84.88,2017-12-02 17:51:47
185,1005294,3865393,electronic,add,1,202.32,2017-12-03 00:35:20
186,1005284,4344847,food,add,1,70.66,2017-12-03 00:56:37
187,1000084,1381037,accessory,add,1,88.85,2017-12-03 04:45:30
188,1003656,2969304,book,add,1,18.8,2017-12-03 06:09:29
189,1004792,3555246,furniture,add,1,210.95,2017-12-03 06:10:51
190,1003249,4234760,sport_equipment,add,1,52.43,2017-12-03 07:31:38
191,1004792,585725,furniture,add,1,109.75,2017-12-03 08:06:43
192,1000877,3422222,toy,add,1,10.72,2017-12-03 09:07:49
193,1005712,2413573,shoes,add,1,52.75,2017-12-03 10:07:39
194,1001375,108408,book,add,1,31.76,2017-12-03 11:10:35
195,1001375,5099233,book,add,1,33.03,2017-12-03 11:17:32
196,1001915,91877,sport_equipment,add,1,81.09,2017-12-03 11:45:07
197,1002909,3362139,book,add,1,14.23,2017-12-03 12:20:21
198,1002307,190148,book,add,1,17.34,2017-12-03 13:58:26
199,1002909,3527159,book,add,1,28.53,2017-12-03 14:43:38
200,1003716,4247846,furniture,add,1,299.58,2017-12-03 14:45:27
